No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
1809,kimwalisch/primesieve,https://github.com/kimwalisch/primesieve,14,48,123,978,19696,3,0,51,4743,102,0,0,117649417.3,117649417.3,147156.07,289855.48,75374.32,9/24/2013
1810,bhuman/BHumanCodeRelease,https://github.com/bhuman/BHumanCodeRelease,9,22,130,199,869240,3,0,0,51,10,0,0,115882011,115882011,6630082.863,6630082.863,669190.4,12/29/2013
1811,netwarm007/GameEngineFromScratch,https://github.com/netwarm007/GameEngineFromScratch,9,134,282,1764,477222,2,0,3,1876,37,0,0,114529031,114529031,34136.85,63866.85,192828.9189,8/18/2017
1812,cycfi/q,https://github.com/cycfi/q,15,45,156,1232,179524,5,0,1,1438,62,0,0,112525377.8,112525377.8,142451.91,428940.96,120487.0161,11/4/2017
1813,libLAS/libLAS,https://github.com/libLAS/libLAS,61,34,157,312,47322,19,0,0,3376,8,0,0,111912309,111912309,38779.26,2194022.53,860619.25,8/19/2011
1814,exelix11/SysDVR,https://github.com/exelix11/SysDVR,11,37,91,1552,41897,11,0,19,747,183,0,0,111670064,111670064,98217.52,342947.7,57337.29,10/6/2019
1815,yue/yue,https://github.com/yue/yue,16,77,153,3483,13843,15,0,69,1904,71,0,0,111622866.2,111622866.2,37275.52,515464.59,97050.73239,8/7/2016
1816,weserv/images,https://github.com/weserv/images,5,29,208,2115,48377,23,0,0,696,168,0,0,111408059.6,111408059.6,988375.4,534862,50726.5,3/15/2015
1817,univrsal/input-overlay,https://github.com/univrsal/input-overlay,38,41,253,3139,74256,25,0,25,1079,276,0,0,108079716.4,108079716.4,188873.68,579895.75,29864.1,8/11/2017
1818,cyberman54/ESP32-Paxcounter,https://github.com/cyberman54/ESP32-Paxcounter,45,65,412,1791,41428,18,0,73,3491,92,0,0,108040491.3,108040491.3,11833.94,503945.73,81072.94565,3/18/2018
1819,baldurk/renderdoc,https://github.com/baldurk/renderdoc,289,238,1371,9272,150743,56,0,55,15542,263,0,0,107964254,107964254,96708.54,26082.71,9828.09,2/27/2014
1820,esprfid/esp-rfid,https://github.com/esprfid/esp-rfid,33,114,424,1396,57541,68,0,25,681,70,0,0,101959460,101959460,216774.77,604019.26,106216.8571,5/10/2017
1821,gansm/finalcut,https://github.com/gansm/finalcut,12,30,56,1030,27353,8,0,12,1766,97,0,0,98464429.88,98464429.88,85578.7,330211.54,80503.85567,5/3/2015
1822,pnedev/comparePlus,https://github.com/pnedev/comparePlus,13,47,140,1022,42894,34,0,7,1056,54,0,0,97636236.71,97636236.71,1274443.56,549375.59,144665.3704,1/21/2016
1823,michaelwillis/dragonfly-reverb,https://github.com/michaelwillis/dragonfly-reverb,15,35,71,932,31225,20,0,51,413,21,0,0,96743191.55,96743191.55,288141.07,709225.07,347575.6667,11/11/2017
1824,wdas/SeExpr,https://github.com/wdas/SeExpr,20,59,85,410,18335,14,0,6,268,6,0,0,96658500.64,96658500.64,1652898.71,2015678.28,887518.5,4/26/2011
1825,opencog/atomspace,https://github.com/opencog/atomspace,152,86,236,839,170362,76,0,0,33822,127,0,0,93986695.43,93986695.43,26331.53,18252.85,30258.23,4/27/2015
1826,litehtml/litehtml,https://github.com/litehtml/litehtml,54,88,240,1970,35058,45,0,6,908,116,0,0,93242498.04,93242498.04,721314.24,203659.71,73358.27,8/24/2014
1827,vczh-libraries/GacUI,https://github.com/vczh-libraries/GacUI,7,172,297,2363,170519,12,0,0,4590,115,0,0,90773601.75,90773601.75,14661.94,71474.83,70474.62,4/1/2015
1828,VDrift/vdrift,https://github.com/VDrift/vdrift,38,29,99,359,21663,42,0,0,2209,38,0,0,88339777.4,88339777.4,206002.53,1309621.43,154853.5,12/17/2010
1829,aerys/minko,https://github.com/aerys/minko,55,126,209,906,253014,24,0,0,13262,7,0,0,87990467.88,87990467.88,55388.61,846969.93,434968.4286,3/23/2011
1830,RcppCore/RcppArmadillo,https://github.com/RcppCore/RcppArmadillo,20,20,55,196,12565,6,0,0,1584,44,0,0,86070470.83,86070470.83,64635.8,401654.1,168699.0682,11/2/2013
1831,SuprDewd/CompetitiveProgramming,https://github.com/SuprDewd/CompetitiveProgramming,5,36,114,547,24328,2,0,0,446,19,0,0,85906303,85906303,272657.52,2847847.47,375764.9474,8/26/2012
1832,Chuyu-Team/VC-LTL,https://github.com/Chuyu-Team/VC-LTL,7,90,206,1060,527867,2,0,54,760,14,0,0,84809945.5,84809945.5,419325.26,770766.77,538019.2857,6/14/2016
1833,pierreguillot/Camomile,https://github.com/pierreguillot/Camomile,6,67,65,920,10674,34,0,17,1665,16,0,0,83251058.26,83251058.26,41320.24,1112963.99,391753.125,7/26/2015
1834,Washington-University/workbench,https://github.com/Washington-University/workbench,17,22,63,192,75117,8,0,18,9046,55,0,0,82666382.63,82666382.63,44748.61,73471.57,142873.7091,3/7/2012
1835,DanielSWolf/rhubarb-lip-sync,https://github.com/DanielSWolf/rhubarb-lip-sync,5,55,230,1897,118873,15,0,21,489,182,0,0,82264648.13,82264648.13,215776.33,2047360.8,16657.12,10/19/2015
1836,wichtounet/dll,https://github.com/wichtounet/dll,5,59,161,670,17830,1,0,0,3692,3,0,0,81723927,81723927,32801.46,1153319.23,1758382.667,1/7/2014
1837,copperspice/copperspice,https://github.com/copperspice/copperspice,79,64,116,1130,178674,30,0,11,3006,91,0,0,81242660.63,81242660.63,183079.93,63059.6,85126.72527,4/11/2015
1838,bavc/qctools,https://github.com/bavc/qctools,28,43,41,320,35256,80,0,19,2192,86,0,0,78960298.88,78960298.88,379907.53,426879.65,85581.19767,7/20/2013
1839,horde3d/Horde3D,https://github.com/horde3d/Horde3D,26,127,308,1553,12092,19,0,5,829,17,0,0,78932452.63,78932452.63,153681.22,1386167.94,424406.7647,9/6/2013
1840,evpo/EncryptPad,https://github.com/evpo/EncryptPad,14,32,64,436,30553,20,0,15,733,5,0,0,77678931.4,77678931.4,163254.49,665165.95,762251.2,2/21/2016
1841,Greedysky/TTKWidgetTools,https://github.com/Greedysky/TTKWidgetTools,7,31,213,675,36924,1,0,8,499,73,0,0,77325807,77325807,865646.85,350430.79,94939.57534,7/15/2016
1842,Temaran/UnrealEngineShaderPluginDemo,https://github.com/Temaran/UnrealEngineShaderPluginDemo,5,66,237,920,89484,6,0,0,47,30,0,0,76967721.17,76967721.17,5971008.255,5971008.255,251000.8667,2/8/2015
1843,czyt1988/SARibbon,https://github.com/czyt1988/SARibbon,20,44,329,1102,18053,17,0,10,680,160,0,0,76895814.82,76895814.82,1015529.46,299809.35,51154.38,10/26/2017
1844,microsoft/mfcmapi,https://github.com/microsoft/mfcmapi,11,53,160,886,41665,38,0,37,4229,268,0,0,75918377.45,75918377.45,2228532.64,297239.61,18408.37,10/13/2016
1845,knightcrawler25/GLSL-PathTracer,https://github.com/knightcrawler25/GLSL-PathTracer,5,42,177,1896,127303,7,0,7,237,70,0,0,75484725.71,75484725.71,652321.97,905766.5,111794.3857,11/9/2018
1846,includeos/IncludeOS,https://github.com/includeos/IncludeOS,80,171,374,5077,52785,82,0,24,11020,203,0,0,75158164.44,75158164.44,78958.14,49202.68,26613.88,7/7/2014
1847,hasherezade/pe-sieve,https://github.com/hasherezade/pe-sieve,14,105,441,3188,112787,12,0,42,1887,182,0,0,74246607.75,74246607.75,113049.12,262324.42,33910.87,8/22/2017
1848,KDAB/KDDockWidgets,https://github.com/KDAB/KDDockWidgets,42,51,170,789,31679,18,0,15,7174,295,0,0,72882649.11,72882649.11,50909.32,44143.23,9526.31,4/8/2019
1849,emeiri/ogldev,https://github.com/emeiri/ogldev,7,11,169,606,292559,5,0,0,2255,67,0,0,70807773.2,70807773.2,242451.57,50796.66,114850.194,6/15/2015
1850,x-tools-author/x-tools,https://github.com/x-tools-author/x-tools,23,27,259,733,59883,4,0,22,5697,300,0,0,69637106.25,69637106.25,198490.9,48916.19,19665.35,12/19/2018
1851,Mogara/QSanguosha,https://github.com/Mogara/QSanguosha,53,127,435,972,702618,19,0,0,9769,11,0,0,68690213.11,68690213.11,42995.22,2271211.38,611839.2727,10/22/2010
1852,BloodAxe/OpenCV-Tutorial,https://github.com/BloodAxe/OpenCV-Tutorial,5,59,152,400,114777,4,0,0,106,0,0,0,68380608.5,68380608.5,1039610.69,1316237.33,0,6/23/2012
1853,Stiffstream/sobjectizer,https://github.com/Stiffstream/sobjectizer,6,21,47,505,14888,8,0,25,1142,82,0,0,68306667.38,68306667.38,113201.01,372156.41,91053.21951,5/16/2019
1854,fibjs/fibjs,https://github.com/fibjs/fibjs,39,171,300,3072,133018,34,0,41,6723,165,0,0,68075102.44,68075102.44,28995.72,67928.91,66210.92,5/7/2014
1855,ChrisVeigl/BrainBay,https://github.com/ChrisVeigl/BrainBay,5,34,52,172,199181,12,0,13,273,7,0,0,68002376.08,68002376.08,2231072.15,1620142.69,657511.1429,7/10/2010
1856,zeromq/zeromq3-x,https://github.com/zeromq/zeromq3-x,127,47,96,228,14321,4,0,7,2157,1,0,0,67755434,67755434,41393.57,776732.73,0,6/5/2012
1857,boostorg/fiber,https://github.com/boostorg/fiber,47,27,108,470,13342,29,0,0,1959,24,0,0,66664867.69,66664867.69,606988.65,1562994.28,289669.375,12/5/2012
1858,lovebrew/lovepotion,https://github.com/lovebrew/lovepotion,11,15,44,565,41846,10,0,34,461,79,0,0,66587468.9,66587468.9,523415.15,932012.79,90163.22785,10/6/2015
1859,athena-team/athena,https://github.com/athena-team/athena,35,37,188,934,10422,5,0,0,689,13,0,0,66149598.6,66149598.6,56418.82,698711.58,536594.2308,12/22/2019
1860,mit-crpg/OpenMOC,https://github.com/mit-crpg/OpenMOC,47,38,84,155,137949,30,0,3,4248,7,0,0,65752295.07,65752295.07,82233.91,1425859.99,912247,3/14/2013
1861,mhogomchungu/sirikali,https://github.com/mhogomchungu/sirikali,25,24,59,798,10781,16,0,39,1813,217,0,0,65717494.81,65717494.81,103178.92,96244.74,52811.29,8/11/2016
1862,mcmilk/7-Zip-zstd,https://github.com/mcmilk/7-Zip-zstd,18,90,313,5296,22273,28,0,48,583,276,0,0,63753099.25,63753099.25,264361.39,1135960.8,26377.11,6/25/2016
1863,drhelius/Gearboy,https://github.com/drhelius/Gearboy,41,48,138,907,70628,21,0,20,1745,95,0,0,63255074.14,63255074.14,21780.51,280769.12,80093.83158,7/19/2012
1864,thezdi/PoC,https://github.com/thezdi/PoC,5,76,296,780,42800,3,0,0,37,25,0,0,63182560.33,63182560.33,5325769.784,5325769.784,299036.04,6/6/2018
1865,devsim/devsim,https://github.com/devsim/devsim,12,17,64,180,54161,22,0,88,782,74,0,0,63126889.09,63126889.09,857378.4,375653.66,107233.8108,3/17/2013
1866,rmcantin/bayesopt,https://github.com/rmcantin/bayesopt,9,24,94,405,25124,8,0,0,521,8,0,0,61540381.5,61540381.5,389120.56,2783005.67,538173.5,4/4/2013
1867,sphair/ClanLib,https://github.com/sphair/ClanLib,44,43,76,347,71725,6,0,4,5504,8,0,0,60881217.33,60881217.33,5048.21,1935272.57,575482.5,5/30/2013
1868,danielaparker/jsoncons,https://github.com/danielaparker/jsoncons,69,39,171,732,50183,13,0,151,11564,270,0,0,59798238.38,59798238.38,40728.47,16832.57,13273.41,5/8/2013
1869,bbidulock/blackboxwm,https://github.com/bbidulock/blackboxwm,13,19,30,171,10398,8,0,9,1651,5,0,0,56732680.25,56732680.25,88760.12,3005859.38,1426203.6,9/24/2013
1870,ermig1979/Simd,https://github.com/ermig1979/Simd,37,116,419,2100,41361,28,0,79,3813,166,0,0,56313922.5,56313922.5,175265.84,80316.07,39408.83,3/25/2015
1871,gongminmin/KlayGE,https://github.com/gongminmin/KlayGE,21,173,351,2110,67002,38,0,4,6051,38,0,0,55476667.53,55476667.53,256155.88,315609.58,197908.2895,3/21/2015
1872,bitfieldaudio/OTTO,https://github.com/bitfieldaudio/OTTO,22,209,144,2647,22378,19,0,0,1241,15,0,0,54773635.42,54773635.42,97938.7,656539.57,316275.2667,2/21/2017
1873,jkriege2/JKQtPlotter,https://github.com/jkriege2/JKQtPlotter,21,44,195,919,1334951,10,0,8,1208,91,0,0,54521791.3,54521791.3,1074211.23,306152.85,84290.89011,7/11/2015
1874,dannagle/PacketSender,https://github.com/dannagle/PacketSender,14,117,371,2405,12664,68,0,50,1130,120,0,0,54298918.07,54298918.07,282309.46,169670.08,73754.52,2/13/2015
1875,Bwar/Nebula,https://github.com/Bwar/Nebula,7,34,155,552,75946,2,0,0,357,1,0,0,52501099.5,52501099.5,576535.24,894431.62,0,9/3/2016
1876,leanprover/lean3,https://github.com/leanprover/lean3,46,116,217,2150,52735,58,0,8,13725,5,0,0,51598056.76,51598056.76,8658.13,1821265.22,1257478.8,7/17/2013
1877,varoudis/depthmapX,https://github.com/varoudis/depthmapX,8,28,116,185,156923,9,0,0,1652,3,0,0,50002468.78,50002468.78,1589217.87,152963.25,627817.3333,3/26/2012
1878,microsoft/rDSN,https://github.com/microsoft/rDSN,32,162,212,965,85042,5,0,2,3170,2,0,0,49876844,49876844,17268.06,2412548.63,584991.5,5/13/2015
1879,MethanePowered/MethaneKit,https://github.com/MethanePowered/MethaneKit,7,17,55,885,55737,22,0,12,2939,206,0,0,49803022.27,49803022.27,131205.66,90353.28,14424.43,3/11/2019
1880,TGAC/KAT,https://github.com/TGAC/KAT,16,25,52,211,51407,45,0,23,719,9,0,0,48986814.36,48986814.36,429467.98,1513527.32,587428.6667,10/3/2013
1881,calaos/calaos_base,https://github.com/calaos/calaos_base,17,42,37,163,12247,33,0,0,1345,10,0,0,48719758.61,48719758.61,165710.91,1053126.37,600679.9,2/25/2013
1882,vxl/vxl,https://github.com/vxl/vxl,205,32,157,244,137626,48,0,4,42117,85,0,0,46879581.54,46879581.54,1045363.79,373787.38,85312.36471,5/2/2013
1883,tromp/cuckoo,https://github.com/tromp/cuckoo,20,86,171,826,13509,3,0,0,1012,4,0,0,46648744.33,46648744.33,55272.75,1476567.67,774116,1/5/2014
1884,mitchcurtis/slate,https://github.com/mitchcurtis/slate,15,38,102,1087,14316,38,0,26,1145,28,0,0,46499998.47,46499998.47,145227.3,1082395.52,271994.1071,11/13/2016
1885,rdp/virtual-audio-capture-grabber-device,https://github.com/rdp/virtual-audio-capture-grabber-device,5,53,182,589,25897,19,0,0,311,11,0,0,46426201.58,46426201.58,330124.6,3029372.02,592944.9091,7/30/2010
1886,Forceflow/libmorton,https://github.com/Forceflow/libmorton,14,29,73,606,12378,9,0,13,614,16,0,0,46261575.89,46261575.89,589137.01,799035.16,418577.5625,10/7/2013
1887,directvt/vtm,https://github.com/directvt/vtm,8,21,43,1652,20665,23,0,271,4894,296,0,0,46142561.7,46142561.7,303068.94,18137.78,45718.28,9/19/2019
1888,GreycLab/CImg,https://github.com/GreycLab/CImg,19,60,287,1520,129548,85,0,0,2464,153,0,0,45524155.64,45524155.64,115189.64,101042.31,45178.82,5/29/2015
1889,luncliff/coroutine,https://github.com/luncliff/coroutine,7,18,43,486,12435,3,0,6,582,4,0,0,44813779.33,44813779.33,167575.91,733270.62,402635.25,10/10/2018
1890,thpatch/thcrap,https://github.com/thpatch/thcrap,18,32,42,597,21529,94,0,191,2285,56,0,0,44610513.77,44610513.77,59026.03,184593.47,128946.5536,7/6/2013
1891,shangjingbo1226/AutoPhrase,https://github.com/shangjingbo1226/AutoPhrase,16,39,277,1173,204599,9,0,0,167,13,0,0,44266321.56,44266321.56,397200.84,1345249.52,542812.1538,12/2/2016
1892,ctubio/Krypto-trading-bot,https://github.com/ctubio/Krypto-trading-bot,57,239,828,3448,13257,62,0,6,5432,138,0,0,43059284.15,43059284.15,28484.86,1005011.38,65387.45,6/13/2017
1893,google/re2,https://github.com/google/re2,66,236,1145,9079,10326,15,0,62,1116,225,0,0,42762292.2,42762292.2,906144.93,220058.74,36925.83,8/18/2014
1894,lordmulder/LameXP,https://github.com/lordmulder/LameXP,9,20,18,190,643162,11,0,14,2176,15,0,0,41491584,41491584,36351.35,1006761.21,386139.7333,11/6/2010
1895,cooperhewitt/Planetary,https://github.com/cooperhewitt/Planetary,6,34,32,200,282151,12,0,0,882,0,0,0,41205658.5,41205658.5,7908.94,633820.04,0,3/1/2011
1896,stefankueng/BowPad,https://github.com/stefankueng/BowPad,11,34,85,662,28233,29,0,35,4241,87,0,0,41134593.52,41134593.52,28543.64,543585.16,87949.09195,3/9/2018
1897,MisterTea/EternalTerminal,https://github.com/MisterTea/EternalTerminal,84,33,174,3085,45992,83,0,72,1009,160,0,0,40892406.48,40892406.48,17573.46,822110.84,52341.07,11/19/2016
1898,kyubotics/coolq-http-api,https://github.com/kyubotics/coolq-http-api,22,52,306,1850,13025,14,0,88,832,3,0,0,40716203.79,40716203.79,20681.45,237045.82,1867954.667,1/26/2017
1899,KikoPlayProject/KikoPlay,https://github.com/KikoPlayProject/KikoPlay,13,15,99,1800,48837,20,0,15,576,119,0,0,40661108.3,40661108.3,137380.86,754157.32,70261.38,8/24/2018
1900,DrWhax/truecrypt-archive,https://github.com/DrWhax/truecrypt-archive,12,105,317,703,482310,2,0,0,88,3,0,0,39585853.5,39585853.5,1195793.807,1195793.807,458260,7/3/2011
1901,DacoTaco/priiloader,https://github.com/DacoTaco/priiloader,16,36,101,554,13151,15,0,5,492,129,0,0,39385778.07,39385778.07,305613.7,454618.02,51329.37,6/1/2015
1902,liblava/liblava,https://github.com/liblava/liblava,9,22,49,803,10646,6,0,8,1256,29,0,0,39002422.67,39002422.67,139767.38,336520.98,250613.7586,10/23/2018
1903,fasiondog/hikyuu,https://github.com/fasiondog/hikyuu,25,122,596,2303,201382,17,0,47,3491,299,0,0,38497819.76,38497819.76,793196.97,21772.76,14360.93,7/18/2012
1904,labatrockwell/openTSPS,https://github.com/labatrockwell/openTSPS,10,37,51,194,214819,26,0,3,466,0,0,0,38006490.46,38006490.46,580693.93,1468987.92,0,6/28/2010
1905,Hopson97/HopsonCraft,https://github.com/Hopson97/HopsonCraft,9,56,78,611,117621,5,0,5,861,15,0,0,37909166.4,37909166.4,24146.81,2128051.39,490061.9333,10/1/2016
1906,ajkhoury/ReClassEx,https://github.com/ajkhoury/ReClassEx,17,58,176,883,194850,8,0,2,501,14,0,0,37056675.75,37056675.75,287024.27,1336249.93,488172.6429,5/13/2015
1907,finalburnneo/FBNeo,https://github.com/finalburnneo/FBNeo,74,36,372,982,101914,63,0,3,13910,294,0,0,35663601.05,35663601.05,14625.64,58765.8,16456.62,4/29/2019
1908,hjwdzh/QuadriFlow,https://github.com/hjwdzh/QuadriFlow,6,32,81,698,16838,7,0,1,217,34,0,0,35548314,35548314,54108.15,546912.38,219602.5294,12/17/2017
1909,namazso/SecureUxTheme,https://github.com/namazso/SecureUxTheme,10,45,208,2439,11698,35,0,14,159,191,0,0,34701948.26,34701948.26,430857.7,1339936.27,41416.22,7/30/2019
1910,CheckPointSW/InviZzzible,https://github.com/CheckPointSW/InviZzzible,9,36,79,542,27912,1,0,0,90,9,0,0,34225844,34225844,2039922.867,2039922.867,669742.8889,6/10/2016
1911,daliansky/XiaoXinPro-13-hackintosh,https://github.com/daliansky/XiaoXinPro-13-hackintosh,11,40,137,882,245575,55,0,47,182,18,0,0,33693282.05,33693282.05,213054.35,991454.85,408616.5556,11/14/2019
1912,dpilger26/NumCpp,https://github.com/dpilger26/NumCpp,8,81,557,3641,120886,15,0,23,1285,149,0,0,32769992.47,32769992.47,43973.39,732794.52,43176.56,2/7/2018
1913,andybarry/makerscanner,https://github.com/andybarry/makerscanner,7,36,70,171,10205,5,0,2,38,4,0,0,32417165.8,32417165.8,2586454.263,2586454.263,1380841.25,12/6/2013
1914,Gnurou/tagainijisho,https://github.com/Gnurou/tagainijisho,26,30,51,369,13387,91,0,12,1908,11,0,0,32349812.7,32349812.7,20720.48,939524.03,707831.6364,5/8/2011
1915,gan74/Yave,https://github.com/gan74/Yave,6,23,20,476,19671,4,0,0,3842,5,0,0,32347340.75,32347340.75,150644.19,97234.1,1038534.8,5/19/2016
1916,rorywalsh/cabbage,https://github.com/rorywalsh/cabbage,15,25,36,519,375792,13,0,19,3863,21,0,0,31492783.46,31492783.46,37319.8,272477.9,368191.2857,10/17/2016
1917,Genivia/RE-flex,https://github.com/Genivia/RE-flex,27,21,88,536,71695,6,0,100,402,70,0,0,30931784.5,30931784.5,200018.7,892728.35,100097.7714,11/18/2015
1918,leomccormack/SPARTA,https://github.com/leomccormack/SPARTA,16,31,46,589,23915,19,0,8,516,42,0,0,30716672.42,30716672.42,497668.29,600379.97,187615.2381,2/16/2018
1919,PetoiCamp/OpenCat-Old,https://github.com/PetoiCamp/OpenCat-Old,6,249,361,1365,102702,6,0,0,130,12,0,0,30648685,30648685,383582.43,1243434.88,482060.0833,3/9/2018
1920,beached/daw_json_link,https://github.com/beached/daw_json_link,7,10,33,480,46558,18,0,115,3224,86,0,0,30634601.94,30634601.94,4664.48,134732.56,76331.84884,7/3/2017
1921,EQMG/Acid,https://github.com/EQMG/Acid,17,83,158,1799,177405,18,0,0,1395,64,0,0,30392853.78,30392853.78,37886.03,707654.4,122594.1094,7/4/2017
1922,ppwwyyxx/speaker-recognition,https://github.com/ppwwyyxx/speaker-recognition,7,63,274,675,25214,18,0,0,303,0,0,0,29628160.78,29628160.78,44289.7,1990065.75,0,1/3/2014
1923,SOUI2/soui,https://github.com/SOUI2/soui,24,57,283,782,65651,3,0,0,614,8,0,0,29540212.67,29540212.67,35395.45,1435502.57,525651.25,6/28/2018
1924,eyewriter/eyewriter,https://github.com/eyewriter/eyewriter,10,40,68,193,114570,18,0,0,65,1,0,0,29025544,29025544,2385359.785,2385359.785,0,2/24/2010
1925,Eyescale/Equalizer,https://github.com/Eyescale/Equalizer,60,39,102,225,67022,63,0,5,10084,1,0,0,28717952.37,28717952.37,138275.34,2290483.64,0,3/28/2011
1926,idea4good/GuiLiteSamples,https://github.com/idea4good/GuiLiteSamples,10,57,200,657,210453,4,0,2,420,16,0,0,28652955.75,28652955.75,89732.89,1142776.21,482739.8125,9/11/2017
1927,Tw1ddle/geometrize,https://github.com/Tw1ddle/geometrize,8,21,129,1967,92866,7,0,2,698,55,0,0,28463765.29,28463765.29,69207.65,246568.05,140385.5455,1/8/2017
1928,simsong/tcpflow,https://github.com/simsong/tcpflow,57,81,238,1709,52008,69,0,2,799,71,0,0,27791778.26,27791778.26,190610.23,2336919.69,90890.92958,4/1/2012
1929,dellytools/delly,https://github.com/dellytools/delly,11,34,138,454,39484,52,0,47,1414,62,0,0,27386815.5,27386815.5,71972.85,539164.41,126170.871,11/15/2013
1930,thalium/icebox,https://github.com/thalium/icebox,14,33,86,568,205872,4,0,3,992,15,0,0,26682852.5,26682852.5,370003.18,647264.69,382684,6/3/2019
1931,Rezonality/zep,https://github.com/Rezonality/zep,14,20,72,954,42198,15,0,2,698,35,0,0,26200562.8,26200562.8,323038.8,460675.7,212043.2571,10/25/2017
1932,dgobbi/vtk-dicom,https://github.com/dgobbi/vtk-dicom,8,32,94,260,13435,59,0,21,1807,44,0,0,26135829.83,26135829.83,289176.08,394377.71,81148.47727,5/22/2013
1933,ZDoom/Raze,https://github.com/ZDoom/Raze,54,29,60,722,160780,95,0,44,21424,73,0,0,25562249.74,25562249.74,8164.47,308725.44,108345.0822,12/27/2019
1934,SergeyMakeev/TaskScheduler,https://github.com/SergeyMakeev/TaskScheduler,8,37,59,568,10726,4,0,0,436,7,0,0,25531751.25,25531751.25,6275.65,1446866.82,801701.5714,3/11/2015
1935,OpenBangla/OpenBangla-Keyboard,https://github.com/OpenBangla/OpenBangla-Keyboard,17,23,74,484,10510,39,0,9,459,27,0,0,25356535.13,25356535.13,158949.61,1706000.09,254812.6667,11/19/2015
1936,wxphp/wxphp,https://github.com/wxphp/wxphp,15,43,46,363,37859,34,0,0,637,2,0,0,24927675.91,24927675.91,2202706.56,1209567.79,1541450.5,5/3/2012
1937,mit-nlp/MITIE,https://github.com/mit-nlp/MITIE,37,190,540,2930,10959,17,0,5,5159,32,0,0,24596556.12,24596556.12,38047.33,2641416.37,224177.0313,4/1/2014
1938,0vercl0k/rp,https://github.com/0vercl0k/rp,14,68,255,1855,20316,5,0,8,161,62,0,0,24578685.4,24578685.4,46506.16,3824272.59,123888.4194,2/26/2012
1939,shonumi/gbe-plus,https://github.com/shonumi/gbe-plus,10,45,81,537,19059,68,0,9,4428,23,0,0,23213365.19,23213365.19,28650.06,85722.36,324092.5652,9/21/2014
1940,WaykiChain/WaykiChain,https://github.com/WaykiChain/WaykiChain,23,186,223,1045,25366,3,0,17,6121,2,0,0,23206952,23206952,281544.46,733016.07,2477612.5,1/8/2018
1941,96boards/documentation,https://github.com/96boards/documentation,104,75,287,466,971981,49,0,0,3370,13,0,0,23064246.08,23064246.08,360889.65,1637828.18,435535.5385,2/13/2015
1942,qtumproject/qtum,https://github.com/qtumproject/qtum,1224,184,402,1206,215625,36,0,49,46427,140,0,0,22996519.28,22996519.28,145021.08,65188.3,68893.24,3/3/2017
1943,PlatformLab/RAMCloud,https://github.com/PlatformLab/RAMCloud,47,52,144,492,13993,2,0,1,4049,5,0,0,22744317,22744317,34729.15,846862.8,1336735.2,2/25/2015
1944,ffftp/ffftp,https://github.com/ffftp/ffftp,11,33,45,550,109064,38,0,33,1300,20,0,0,22137291.87,22137291.87,113446.38,793084.94,370491.7,12/29/2017
1945,facebookarchive/facebook-clang-plugins,https://github.com/facebookarchive/facebook-clang-plugins,30,55,85,481,592716,4,0,1,454,0,0,0,21598930,21598930,354417.08,1106679.18,0,2/22/2014
1946,fanvanzh/3dtiles,https://github.com/fanvanzh/3dtiles,14,79,603,2004,71146,93,0,4,236,77,0,0,21593470.98,21593470.98,159814.58,1706527.62,98890.71429,2/9/2018
1947,Smorodov/Multitarget-tracker,https://github.com/Smorodov/Multitarget-tracker,10,117,651,2224,184430,76,0,0,1040,66,0,0,21550058.01,21550058.01,1165910.82,660363.77,115243.7273,8/1/2013
1948,manhofer/Line3Dpp,https://github.com/manhofer/Line3Dpp,8,24,122,465,43664,7,0,0,68,2,0,0,20813061.86,20813061.86,1997691.779,1997691.779,2344569.5,1/22/2016
1949,SpartanJ/eepp,https://github.com/SpartanJ/eepp,11,17,39,451,81112,2,0,1,3273,236,0,0,20789750.5,20789750.5,148775.55,46313.61,41621.68,3/18/2018
1950,swiftlang/swift-llbuild,https://github.com/swiftlang/swift-llbuild,88,178,198,1090,24838,28,0,11,2380,171,0,0,20727524.86,20727524.86,19937.42,413530.18,52149.68,10/23/2015
1951,fusionlanguage/fut,https://github.com/fusionlanguage/fut,10,30,57,1775,17495,33,0,20,2665,55,0,0,20643738.67,20643738.67,73569.87,219956.61,141649.6182,10/20/2019
1952,ArsMasiuk/qvge,https://github.com/ArsMasiuk/qvge,6,28,127,612,18058,59,0,13,328,27,0,0,20309479.34,20309479.34,152133.61,1161982.88,274723.7037,1/5/2018
1953,patriciogonzalezvivo/ofxFX,https://github.com/patriciogonzalezvivo/ofxFX,11,32,75,337,10441,10,0,0,193,3,0,0,20037701.6,20037701.6,228222.59,2157307.48,2042441.333,11/22/2011
1954,markummitchell/engauge-digitizer,https://github.com/markummitchell/engauge-digitizer,19,69,215,1267,133596,37,0,39,1880,38,0,0,20020603.76,20020603.76,35552.72,373981.04,204046.6316,11/10/2014
1955,Illation/ETEngine,https://github.com/Illation/ETEngine,7,40,59,781,570121,7,0,1,858,10,0,0,19626492.57,19626492.57,383284.25,451878.45,691499.5,4/21/2017
