contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
30,86,214,490,26983,9,5,3,551,16,122603545.2,122603545.2,82877015.56,82877015.56,182231.81,2550455.79,437097.5625,1314576000.0
33,42,196,1216,35303,71,2,138,560,103,122498797.0,122498797.0,38313037.86,38313037.86,729240.5,784757.85,75105.59,1373500800.0
332,156,984,4079,443214,119,18,79,12834,286,122031525.2,122031525.2,75109702.13,1523254.75,44283.78,123569.77,30574.09,1448755200.0
115,31,103,499,41226,189,32,41,11284,295,121291960.1,121291960.1,15938319.74,11046886.54,533951.75,83028.88,17759.68,1461801600.0
201,160,588,9275,27002,441,17,21,7019,294,121032963.2,121032963.2,21780104.35,1071153.51,153402.81,117642.51,29287.68,1314230400.0
94,59,327,816,217851,358,50,10,16157,297,120358198.5,120358198.5,72163957.49,3656295.01,91703.57,89949.67,30869.39,1402531200.0
39,32,330,812,11369,12,4,3,586,94,119286095.0,119286095.0,175696199.6,175696199.6,18096.34,1309122.34,79281.30851,1535068800.0
58,248,921,8812,20480,33,10,9,3506,93,118513781.0,118513781.0,82345564.3,82345564.3,7693.82,1224231.4,83622.58065,1522627200.0
50,23,117,506,127203,94,3,2,13299,55,118171929.0,118171929.0,42142139.94,42142139.94,126113.74,19015.12,140479.3273,1356998400.0
32,48,135,1550,28227,66,5,24,1287,53,117475148.8,117475148.8,11516860.14,11516860.14,66074.02,963076.77,123102.6038,1427328000.0
31,77,257,968,171530,33,1,12,331,50,116877800.0,116877800.0,7600883.333,7600883.333,242699.2,1645667.04,153077.44,1495411200.0
471,521,2211,11643,321595,1234,47,71,41918,274,115384403.7,115384403.7,8958326.3,908056.06,122527.44,7113.52,2215.25,1351728000.0
11,20,55,507,54760,36,1,18,235,277,115384371.0,115384371.0,21986438.81,21986438.81,197747.34,1244542.76,33312.58,1553731200.0
362,286,1065,4781,47999,582,28,25,8298,90,114739068.9,114739068.9,2436154.65,5618650.55,4374.36,279563.73,86005.44444,1403568000.0
190,70,448,1169,203736,115,13,37,10116,271,114234123.6,114234123.6,41991403.93,1201396.17,18931.61,152388.99,6948.67,1313712000.0
237,56,364,570,56562,124,17,75,27292,269,114225093.1,114225093.1,17216545.2,2973645.09,1425514.84,106281.26,8942.61,1493337600.0
882,144,770,1231,269204,80,6,171,29171,294,114132133.2,114132133.2,26932385.03,26932385.03,145021.08,10500.61,15790.31,1493596800.0
65,55,293,1791,39926,65,10,3,11885,256,114121253.9,114121253.9,80698381.82,80698381.82,49158.13,52706.71,9533.7,1537228800.0
86,106,472,3488,77231,999,1,38,4117,286,113828693.0,113828693.0,105470639.3,2885630.86,31179.07,192012.15,23199.85,1426982400.0
71,72,275,1501,88289,169,19,12,5208,154,113441142.2,113441142.2,50565755.04,8936352.09,821808.39,341079.49,51045.38,1372204800.0
253,232,1515,5920,82660,355,59,130,7569,273,112470207.4,112470207.4,13061137.29,632693.78,82839.37,58042.0,1319.6,1492819200.0
71,160,666,2803,121990,153,43,27,4478,283,110975198.3,110975198.3,25584994.48,4031048.93,482964.29,48348.2,29291.45,1365724800.0
15,42,67,1313,10770,91,16,1,2162,82,110517964.9,110517964.9,37532856.86,37532856.86,173186.91,155521.7,96566.5,1515974400.0
166,86,519,1388,12041,169,23,7,4609,96,110469415.9,110469415.9,50371850.87,8203946.8,38809.98,635587.15,80943.46875,1343865600.0
135,34,227,319,183386,60,29,10,7410,162,109887887.3,109887887.3,44255953.22,44255953.22,1083295.55,133833.33,27529.8,1358035200.0
424,352,1769,11414,101480,685,48,96,6825,285,109362264.0,109362264.0,47193596.71,4317911.9,334519.24,105722.64,6163.17,1298764800.0
134,156,464,4341,12648,136,20,64,4196,16,109278046.8,109278046.8,14140117.63,9209828.37,25073.27,1305234.77,423332.5,1327968000.0
56,63,204,601,29768,223,23,35,755,134,109264574.7,109264574.7,18302181.87,7106439.53,338522.95,317424.22,60619.23,1430870400.0
45,22,36,318,75391,18,2,2,2129,3,108948972.5,108948972.5,40101122.39,40101122.39,6430.1,703427.34,1006560.333,1358985600.0
98,204,1195,3352,203983,309,64,15,3540,9,108623667.8,108623667.8,16274046.88,10790095.94,41598.53,1018481.49,773661.7778,1347926400.0
79,24,89,181,44594,17,5,56,4223,38,108040171.4,108040171.4,44247656.41,44247656.41,6106.76,520164.49,200694.7632,1379462400.0
30,33,60,426,122398,48,1,10,4130,82,107855396.0,107855396.0,24847106.98,24847106.98,113874.33,423138.78,85369.90244,1493596800.0
25,53,251,1856,66233,275,23,18,421,36,107818698.8,107818698.8,774721.91,13935208.66,203152.94,1027555.16,192551.8056,1543536000.0
106,41,216,1220,72690,61,6,33,5679,300,107675925.7,107675925.7,165345115.8,165345115.8,38676.24,111396.62,8001.12,1407542400.0
55,85,506,1744,18062,180,11,1,879,12,107201166.8,107201166.8,10724770.72,4762868.37,20104.06,218525.85,533783.25,1531094400.0
29,22,73,1005,22198,147,1,65,918,143,107031475.0,107031475.0,25233209.0,4198748.88,352835.41,320856.52,60403.34,1464825600.0
66,46,248,1057,10625,9,2,58,4182,292,106581728.0,106581728.0,137682223.3,137682223.3,509967.36,224526.27,8557.8,1474502400.0
60,58,126,819,471097,667,8,22,11752,264,106463337.1,106463337.1,31600764.32,2923582.93,82178.86,131381.84,3469.92,1435708800.0
128,56,351,2919,279079,447,1,189,11860,292,106435922.0,106435922.0,16402072.81,392543.27,70098.17,63101.91,6108.13,1511827200.0
28,215,2843,22088,42243,534,2,31,783,294,106324143.0,106324143.0,3355631.5,4471157.1,39234.39,814341.22,2925.49,1561248000.0
70,241,957,8093,32495,424,6,6,2161,153,106302044.3,106302044.3,10019227.9,6328706.97,17131.59,635717.91,49504.83,1513036800.0
198,59,273,1015,126899,49,32,64,13599,251,105943244.4,105943244.4,5244857.388,5244857.388,197557.69,156598.1,3574.44,1376265600.0
70,30,234,1748,282772,228,19,8,2590,294,105795492.9,105795492.9,35345181.29,11027994.18,630536.83,396571.18,7954.3,1544227200.0
36,91,275,1616,152733,126,2,9,2639,24,105750936.5,105750936.5,1024009.33,30130911.43,15799.76,2180294.75,287113.8333,1390089600.0
104,19,93,169,137366,21,2,22,37126,85,105560079.5,105560079.5,178802759.8,178802759.8,120115.15,16937.9,83961.74118,1328659200.0
197,25,180,499,72059,90,21,11,5998,277,105540074.0,105540074.0,126596026.4,126596026.4,498652.8,4611.08,7210.01,1335571200.0
87,197,370,2136,223349,44,20,49,3099,297,105452488.9,105452488.9,151245764.5,151245764.5,268723.05,253867.79,20518.92,1299715200.0
36,42,194,776,20387,76,11,7,1558,64,105358725.0,105358725.0,84183231.34,84183231.34,75431.89,316826.58,88742.65625,1440460800.0
85,385,1638,6730,24038,76,19,3,864,275,104876681.9,104876681.9,123856518.2,123856518.2,263526.46,1675253.11,17770.08,1379203200.0
28,67,212,2517,22224,230,8,23,2397,279,104537811.5,104537811.5,17939126.23,10660608.36,192841.27,274723.49,44144.74,1473811200.0
741,141,338,669,85292,29,2,10,18598,36,104272077.5,104272077.5,68941175.24,68941175.24,145021.08,1844787.27,187951.6111,1500768000.0
119,44,249,452,14994,32,6,10,1245,257,103944517.5,103944517.5,38637405.25,38637405.25,442624.36,104353.19,32987.15,1472601600.0
46,100,171,644,28148,15,4,15,4876,25,103133312.0,103133312.0,99988862.33,99988862.33,25302.21,312145.08,163058.84,1345161600.0
91,145,455,3035,189023,83,1,313,10332,274,102899923.0,102899923.0,90771159.28,90771159.28,215374.96,60600.77,18268.71,1440892800.0
53,38,164,782,219297,363,3,46,1907,29,102847534.7,102847534.7,7192965.94,1832512.43,176397.25,728485.67,258883.8966,1426723200.0
89,114,499,3302,22982,258,27,10,2036,285,102494102.1,102494102.1,17388360.27,4283585.52,55315.62,633173.03,30650.52,1427328000.0
47,34,141,465,832814,56,10,4,12334,299,102410162.8,102410162.8,79839512.02,79839512.02,22491.88,36456.75,7747.26,1508889600.0
298,56,316,955,380373,316,66,34,26893,160,102390422.8,102390422.8,31120311.62,6357489.17,155394.55,94371.33,8086.07,1464652800.0
57,228,584,8687,97832,1045,4,265,7647,144,102161454.5,102161454.5,8038682.9,3284032.4,13961.31,629350.88,51409.17,1322265600.0
83,154,850,4115,164326,470,29,12,4135,261,102043434.9,102043434.9,5569129.08,4457147.04,21765.11,57541.68,32354.17,1408924800.0
67,56,466,1438,51835,40,2,18,5919,206,101882078.5,101882078.5,54755268.48,54755268.48,29372.21,442905.85,45919.65,1513468800.0
101,251,792,3497,40506,273,48,110,7067,295,101880414.6,101880414.6,23627703.28,12298948.01,27198.86,33123.16,28620.5,1398902400.0
426,440,4649,25089,42624,49,12,40,4395,290,101854897.0,101854897.0,139055823.4,139055823.4,54466.07,253956.85,4698.58,1414800000.0
94,110,320,3418,62106,271,7,14,3398,253,101823938.7,101823938.7,67811868.12,1241237.83,24601.79,217456.86,30091.26,1433894400.0
73,68,381,1240,122773,87,5,18,5054,295,101766452.2,101766452.2,140720226.5,140720226.5,66517.95,199533.38,29420.48,1358899200.0
19,106,262,619,20190,36,3,2,458,24,101627818.7,101627818.7,6049129.667,6049129.667,38283.29,425755.48,302358.2917,1439164800.0
37,42,102,659,27103,77,10,24,6193,80,101558030.5,101558030.5,116210147.1,116210147.1,41769.29,149142.4,93154.95,1437782400.0
41,37,115,404,17494,183,6,32,1123,18,101255044.2,101255044.2,11664242.02,6395690.39,93304.51,1186884.61,387650.0556,1372723200.0
254,27,134,191,13217,49,19,25,4128,290,101029125.2,101029125.2,45610972.84,45610972.84,217747.97,205376.98,13906.73,1375747200.0
261,172,645,5081,93736,517,51,3,11492,296,100492613.1,100492613.1,6851368.47,4909782.69,70242.0,853604.48,31742.3,1374796800.0
255,55,411,962,151724,495,91,112,19062,242,100314654.1,100314654.1,12107962.85,883016.42,605929.34,80842.01,1746.1,1548374400.0
113,53,108,432,23626,101,11,24,7771,3,100201595.2,100201595.2,5247666.56,9426087.21,39126.15,118606.95,132794.3333,1458604800.0
67,107,207,3353,354816,199,3,287,6155,273,100154043.0,100154043.0,3892607.19,1441746.95,61172.38,93028.08,32760.64,1494028800.0
446,267,1498,21915,69382,703,55,45,4764,278,100017639.5,100017639.5,11826581.6,160648.07,398723.15,178930.3,3247.08,1456617600.0
21,30,61,1112,58128,80,6,5,1785,210,99990025.83,99990025.83,32794155.65,32794155.65,94147.14,129152.69,4731.66,1547078400.0
214,90,443,2067,35516,423,79,26,13860,290,99583752.44,99583752.44,15048663.33,1510126.58,58105.22,31466.88,2005.69,1428451200.0
14,84,91,1047,16647,24,3,3,1155,9,99436604.33,99436604.33,14554870.17,14554870.17,183299.0,848581.9,435879.0,1322697600.0
68,30,120,344,43045,111,36,36,4788,16,98970630.33,98970630.33,14010616.22,10777861.25,316283.06,1130485.42,380036.25,1327968000.0
29,27,132,516,81143,89,17,38,7531,131,97996704.12,97996704.12,19967065.54,19967065.54,91851.87,69431.98,73311.32,1467072000.0
138,149,465,3101,390349,195,31,11,7991,247,97882079.13,97882079.13,59647559.99,5577146.24,25223.39,18240.94,4646.87,1409875200.0
43,39,217,1118,11274,101,9,15,2129,131,97872997.56,97872997.56,51129502.15,11656461.26,16819.83,101784.21,48727.53,1450137600.0
22,94,279,1600,163255,18,10,2,555,27,97748624.3,97748624.3,163457417.3,163457417.3,176234.11,1105206.64,256500.1111,1314057600.0
137,175,1566,8047,71452,935,28,23,2013,289,97332099.07,97332099.07,3219245.38,942858.29,66634.16,47139.61,7891.19,1408147200.0
173,124,502,4673,76273,629,44,30,18865,258,96956584.66,96956584.66,10036663.91,653521.0,28453.21,8373.6,3231.8,1396742400.0
24,20,107,410,99438,33,5,32,780,81,96690698.8,96690698.8,77693459.45,77693459.45,138765.21,438684.56,94900.62963,1528243200.0
71,38,146,248,15499,37,14,7,5477,159,96376614.93,96376614.93,53517426.0,53517426.0,119378.82,614973.09,38340.61,1278633600.0
1087,122,384,1078,149423,158,31,32,38996,123,96339326.58,96339326.58,47035172.65,10420275.39,145021.08,367828.1,65817.95,1433721600.0
47,96,561,1666,26364,52,6,33,2638,99,96337926.17,96337926.17,58567141.87,58567141.87,426058.93,322298.46,80182.82828,1389398400.0
209,126,1077,5563,208636,219,16,46,3580,282,96253668.69,96253668.69,8351523.8,3647805.1,39584.89,214852.39,11338.13,1372636800.0
153,152,1661,2959,31689,30,9,317,1508,284,95748067.44,95748067.44,69297294.0,69297294.0,21078.6,242400.72,6298.1,1550102400.0
78,44,117,919,36814,24,1,20,5797,270,95695439.0,95695439.0,164696799.7,164696799.7,107917.53,34252.7,9112.65,1498953600.0
66,327,1102,4025,30166,24,1,17,4958,74,95629226.0,95629226.0,33219762.71,33219762.71,41808.95,469872.5,107613.5946,1400198400.0
61,44,54,639,34086,43,4,45,1652,27,95465216.75,95465216.75,13476079.81,13476079.81,25915.64,1313317.05,245657.5556,1505606400.0
45,133,444,1677,153640,93,4,64,2517,174,94617514.5,94617514.5,26042095.78,26042095.78,37971.15,286843.83,23306.89,1451260800.0
49,30,77,375,57890,220,2,4,5755,32,94576073.0,94576073.0,45477035.63,21196348.99,18125.94,1208062.89,169855.625,1287100800.0
24,15,102,628,126976,54,11,115,2564,121,94379112.82,94379112.82,4373213.056,4373213.056,52882.22,328297.36,67857.51,1508976000.0
177,267,950,5364,427248,318,69,2,9140,79,94106439.14,94106439.14,42338469.6,10289739.62,15605.4,563352.0,97943.98734,1271808000.0
61,41,217,791,213560,115,11,220,4340,290,93146078.36,93146078.36,11584705.78,2602735.1,50562.35,61434.41,2389.94,1554681600.0
88,63,193,1139,57191,338,28,15,4316,238,92913294.82,92913294.82,13696618.17,28311812.22,11987.85,81508.43,8949.22,1331164800.0
62,32,108,2018,154831,82,6,5,2858,81,92697519.0,92697519.0,63481635.18,63481635.18,51430.49,773046.28,90684.28395,1524182400.0
72,48,123,465,18035,58,10,22,1385,26,92666095.7,92666095.7,27363533.95,27363533.95,178029.95,1027934.11,289834.8077,1354320000.0
105,58,102,301,105240,196,19,5,14585,294,92133544.21,92133544.21,38069641.59,9879606.94,281787.6,70527.02,12442.1,1296086400.0
10,21,95,427,38378,19,1,13,741,125,92068615.0,92068615.0,157917825.4,157917825.4,535237.65,536621.96,58332.94,1514764800.0
121,163,855,4379,10305,115,12,1,987,13,92026054.25,92026054.25,33273937.86,21189909.95,219346.42,1638256.98,440471.1538,1326499200.0
265,61,789,2709,76024,90,19,16,18213,295,91702635.79,91702635.79,45383950.1,45383950.1,53537.76,10102.21,4974.44,1490572800.0
52,37,248,1041,12298,69,2,12,516,96,91560482.0,91560482.0,16124072.16,16124072.16,445269.86,743032.39,82332.15625,1435622400.0
214,833,5327,26740,241337,857,24,764,19073,257,91471115.63,91471115.63,14069267.98,278005.56,96591.08,15011.82,3304.87,1398988800.0
26,21,64,737,198115,10,1,172,2448,83,91359440.0,91359440.0,132548403.5,132548403.5,49477.09,683455.46,90600.22892,1403481600.0
160,50,389,2824,126463,509,35,62,4989,242,91062030.51,91062030.51,9092270.15,1212996.83,69527.34,44623.64,1483.75,1567123200.0
18,44,96,485,73134,164,5,15,2745,27,90041627.4,90041627.4,30902208.44,16947735.59,205861.87,450844.87,266372.7037,1389571200.0
142,153,719,7015,25331,133,27,36,2456,285,89964924.59,89964924.59,12699349.27,3700577.13,8128.52,354415.58,15135.67,1442188800.0
11,68,140,2295,22785,626,1,12,1841,58,89668481.0,89668481.0,6207506.14,10590526.74,38365.16,232696.86,134024.9655,1514160000.0
46,70,235,1567,14892,148,19,3,1504,144,89612045.42,89612045.42,59909910.51,5286196.79,202415.49,367370.97,49237.92,1280275200.0
103,61,668,614,92326,31,16,9,8574,155,89341914.56,89341914.56,116648560.1,116648560.1,44982.5,102955.93,54070.04,1536710400.0
14,40,76,1454,28550,154,1,29,2196,121,89146742.0,89146742.0,5573702.52,5799849.25,324975.42,561440.56,68135.71,1503187200.0
76,120,500,5315,16312,94,27,5,1487,70,89107511.78,89107511.78,9544907.457,9544907.457,29425.68,674853.09,109498.5857,1544486400.0
142,28,285,965,127530,149,23,61,9423,159,89058087.43,89058087.43,9292585.74,3329429.59,45154.12,136685.17,7491.51,1493251200.0
254,35,134,603,503579,92,3,155,59964,300,88903299.33,88903299.33,19743134.96,19743134.96,10146.39,31984.52,19400.83,1438128000.0
243,592,4639,16704,376458,660,33,30,3560,287,88889418.06,88889418.06,3218913.93,3406088.17,2739.77,90861.25,16043.2,1487030400.0
278,67,1347,2734,110503,72,28,68,3020,285,88871902.43,88871902.43,136618377.6,136618377.6,93526.87,140054.47,3319.55,1527552000.0
105,35,370,521,39505,131,25,53,1606,216,88749818.0,88749818.0,7180336.71,2289267.53,38828.94,349111.88,27170.56,1545004800.0
280,236,1075,5947,176818,979,66,23,23286,290,88732038.44,88732038.44,21845337.86,3140966.47,253448.3,139838.1,17323.32,1343692800.0
7,32,144,1085,14296,29,1,26,591,63,88612026.0,88612026.0,47501141.14,47501141.14,732770.06,57197.33,125144.9683,1482883200.0
189,79,238,1182,135667,93,12,267,18251,296,88599420.17,88599420.17,31416060.91,31416060.91,29253.9,6279.51,9224.72,1506643200.0
324,435,3844,16875,23740,352,39,33,3626,268,87706247.05,87706247.05,2090100.27,1885399.2,76125.28,152345.51,6914.34,1470355200.0
48,68,263,823,25161,48,13,24,1317,300,87676599.77,87676599.77,141281292.5,141281292.5,289670.16,523696.72,25131.95,1330387200.0
101,90,285,1778,129742,433,45,9,16953,138,87658331.29,87658331.29,34847952.13,21440290.67,82022.74,275416.4,38241.36,1438300800.0
95,92,627,5244,409676,210,39,85,3777,294,87486506.59,87486506.59,13711488.54,1155432.3,86935.59,100307.77,2652.34,1527811200.0
40,63,230,1817,32168,154,13,39,8036,129,87469817.38,87469817.38,14363049.03,5157445.74,205514.13,245549.94,51119.11,1529280000.0
11,17,107,1377,87556,32,1,75,519,65,87118134.0,87118134.0,12095884.31,12095884.31,270479.4,520393.81,120813.7846,1538697600.0
52,57,123,2339,113197,15,1,11,2180,189,87053282.0,87053282.0,182471992.5,182471992.5,471142.66,143410.75,19412.56,1370822400.0
45,27,110,1109,36008,18,3,13,1258,290,86896432.67,86896432.67,60861426.5,60861426.5,141354.21,95273.89,17991.44,1551225600.0
138,76,196,1678,12035,58,4,20,2270,127,86545480.25,86545480.25,80081490.95,80081490.95,30273.63,607180.58,55739.34,1391990400.0
95,147,536,4603,18828,275,29,34,6194,241,86474398.21,86474398.21,4616862.17,15331971.12,27140.76,512527.97,11717.5,1414454400.0
84,93,548,1344,25882,289,24,35,477,50,86372099.0,86372099.0,16413647.63,2594371.21,410631.44,1152902.04,147743.22,1456185600.0
114,98,990,3810,325414,26,21,54,2028,281,86306091.9,86306091.9,157315116.5,157315116.5,348774.21,156641.41,7034.56,1538352000.0
84,28,158,2111,85744,383,9,26,4121,262,85148290.44,85148290.44,21493940.68,12134483.76,70777.57,170653.13,4878.54,1378252800.0
74,70,135,533,1302991,93,11,78,3254,38,84879619.09,84879619.09,69370798.85,69370798.85,31144.58,591070.72,201260.7632,1421020800.0
23,31,76,167,13346,37,1,9,745,37,84844707.0,84844707.0,36507147.7,36507147.7,536772.99,1148257.5,118360.7027,1366329600.0
215,21,135,524,929364,123,12,43,45747,132,84704196.42,84704196.42,11986530.53,10948304.75,143467.18,33620.6,25848.05,1496188800.0
13,58,55,427,562405,26,1,25,143,40,84477664.0,84477664.0,86548310.12,86548310.12,1407461.46,1934167.09,191488.075,1486080000.0
67,111,345,4786,153239,251,4,27,14604,281,84476194.25,84476194.25,24902414.25,4077569.16,36120.43,467209.94,22515.82,1515542400.0
24,21,95,482,35201,73,6,23,1653,149,84319247.67,84319247.67,44937802.59,44937802.59,578709.06,80982.26,57000.37,1536624000.0
58,39,131,703,38657,206,3,12,2749,35,84269016.0,84269016.0,17749807.86,8443191.64,270354.33,71437.41,212178.9143,1426291200.0
240,392,2327,26602,59822,804,40,117,10861,277,84239759.08,84239759.08,19224285.03,1418707.85,28609.54,457007.72,9703.28,1479945600.0
140,232,1036,7475,84664,358,54,53,1401,175,83517045.76,83517045.76,21216073.73,3876765.33,21268.98,1379739.67,42216.12,1406505600.0
270,252,2356,12162,18047,27,26,14,6476,264,83221583.27,83221583.27,133178850.9,133178850.9,40823.34,99678.28,3306.58,1403049600.0
77,93,412,664,27609,57,9,17,2156,4,83163405.33,83163405.33,27059309.47,27059309.47,69090.73,974815.61,66881.75,1401926400.0
88,83,381,1242,14294,141,43,36,2037,114,83013550.07,83013550.07,30132483.62,11073066.25,134092.36,514190.62,64580.53,1426896000.0
383,68,956,1756,70327,560,53,5,8029,297,82991706.83,82991706.83,42122479.95,2106359.29,31553.7,355709.64,9476.0,1469577600.0
132,58,223,520,83537,47,12,14,23747,45,82845388.42,82845388.42,26640687.13,26640687.13,12119.12,115735.11,157129.7556,1475798400.0
11,30,64,754,13762,20,1,20,1298,38,82842768.0,82842768.0,76176365.95,76176365.95,39370.48,187149.74,196784.0789,1428710400.0
64,39,237,1542,43429,88,9,10,805,144,82658168.22,82658168.22,87182667.82,87182667.82,316423.45,248504.07,57566.12,1435536000.0
8,15,70,271,11785,51,4,3,2564,11,82600424.75,82600424.75,2387088.843,2387088.843,26134.87,742462.07,545582.0909,1357430400.0
28,37,149,486,64377,55,2,19,4134,38,82527637.0,82527637.0,5373504.455,5373504.455,25738.13,556243.34,190769.0789,1465257600.0
81,158,649,1171,29341,229,34,104,6407,11,82052123.35,82052123.35,14454404.17,8873336.94,8796.54,189759.33,496046.8182,1444608000.0
34,50,233,1151,19524,46,4,9,1017,223,81699803.25,81699803.25,5843670.957,5843670.957,501494.2,120669.37,38727.52,1483747200.0
74,174,442,4860,63428,52,23,11,11237,201,81496425.96,81496425.96,108899184.3,108899184.3,333354.6,69909.96,45371.12,1292716800.0
37,39,97,354,59665,21,4,17,1230,36,81236002.0,81236002.0,27000256.05,27000256.05,569171.22,1308223.46,207897.6667,1363046400.0
10,53,280,1495,27105,52,1,10,1355,197,80580989.0,80580989.0,34304963.54,34304963.54,668715.31,273278.47,41379.59,1469750400.0
90,48,178,656,23696,247,20,34,8993,238,80564704.35,80564704.35,5019327.04,4139579.54,14821.8,152116.88,37937.43,1405987200.0
66,67,638,1286,107581,321,22,33,3141,200,80291563.91,80291563.91,12576498.04,1082696.68,17501.5,484411.84,29039.69,1395964800.0
181,83,495,2561,719185,250,79,30,13836,253,79543121.1,79543121.1,12711870.8,2334998.71,258073.66,48351.96,9958.94,1385164800.0
21,64,318,1079,692547,14,13,23,551,76,79330989.08,79330989.08,119091032.1,119091032.1,1110153.95,524318.28,98172.71053,1503964800.0
202,479,3705,32419,243701,219,32,17,1362,268,78894913.75,78894913.75,1563859.12,820819.08,248643.35,84662.17,2444.1,1486425600.0
75,47,333,564,34078,41,10,32,1360,275,78841564.7,78841564.7,131065278.6,131065278.6,233964.55,1047066.75,14780.64,1422230400.0
22,260,794,7654,60823,92,3,33,4449,285,78565512.0,78565512.0,28104879.6,28104879.6,22942.61,655180.74,27915.96,1369440000.0
113,208,990,8658,11073,175,35,17,1414,290,78431812.37,78431812.37,34892541.08,10812225.31,18227.19,625302.71,28945.84,1279152000.0
82,335,1384,5874,25554,273,23,5,1012,51,78008633.13,78008633.13,21557401.76,8255732.25,758602.88,459551.19,154322.8235,1355702400.0
123,31,156,166,50604,105,15,27,12836,292,77779983.2,77779983.2,12279594.27,3267896.49,66205.77,115901.68,7457.25,1363824000.0
69,178,565,8340,30609,116,20,7,6646,250,77610833.3,77610833.3,2606044.16,1666910.62,44953.65,563453.85,33532.21,1514160000.0
26,84,285,531,23646,109,4,8,250,13,77392766.0,77392766.0,21025181.52,3489535.34,172693.75,1197808.91,567242.5385,1421884800.0
32,49,109,592,12149,45,3,52,1145,64,77380779.0,77380779.0,65549436.09,65549436.09,81187.88,339754.96,117217.625,1515801600.0
63,69,248,4170,54874,303,13,11,1771,282,77277898.08,77277898.08,11176058.87,6588545.24,1054085.2,182591.2,23442.54,1471132800.0
9,80,298,850,385127,56,2,3,353,15,77158661.0,77158661.0,7788570.25,7788570.25,277283.7,1281533.28,470929.4667,1375833600.0
20,26,30,493,16517,49,2,34,1694,33,77063549.5,77063549.5,47781522.96,47781522.96,90620.3,681074.35,224999.697,1530057600.0
44,81,283,2100,16131,77,11,11,704,50,76932278.55,76932278.55,60393551.32,60393551.32,1717512.21,2091762.08,155642.58,1406246400.0
134,443,6523,30353,42688,1653,34,112,9781,283,76819713.82,76819713.82,23067829.66,1930123.15,125095.3,56892.85,3710.5,1408406400.0
91,63,407,2061,30126,76,8,83,9272,287,76643550.0,76643550.0,52601203.47,52601203.47,5808.78,39877.93,6836.39,1412640000.0
108,325,1492,23636,39996,1087,22,87,1332,251,76378843.05,76378843.05,39558448.46,720718.41,249539.29,138490.26,1859.18,1563235200.0
35,25,445,546,13890,35,16,4,2073,277,76241325.94,76241325.94,49756170.71,49756170.71,995152.25,74246.84,30349.79,1498780800.0
17,41,169,934,13595,37,3,4,165,14,75879920.67,75879920.67,6555338.703,6555338.703,328441.7,1011855.7,398393.3571,1521417600.0
74,239,640,4766,23797,61,6,3,2947,62,75753184.5,75753184.5,9458113.066,9458113.066,603557.28,1126641.03,117161.8226,1385424000.0
40,161,293,2286,33415,30,3,35,3771,8,75693245.0,75693245.0,37395496.9,37395496.9,42588.69,1045396.13,645502.625,1474934400.0
169,130,493,2657,21421,140,22,10,4953,62,75387198.27,75387198.27,12521673.28,5925626.52,366526.01,655269.18,123427.7581,1302652800.0
34,120,279,979,47103,13,2,9,1121,24,75365133.0,75365133.0,45548916.38,45548916.38,63875.61,177010.54,321390.8333,1478563200.0
21,64,233,564,12224,115,6,5,2218,30,75277691.0,75277691.0,22564044.22,16231099.04,97986.37,184975.03,258597.1333,1370131200.0
37,108,159,1819,15381,170,8,17,2245,24,74609046.0,74609046.0,5362403.93,1899883.42,41342.54,484365.67,325283.75,1488499200.0
216,197,1324,8503,25523,146,41,121,2547,22,74570868.78,74570868.78,4221517.94,1419268.48,25073.27,1207007.0,355729.2727,1335225600.0
20,102,227,1749,77931,51,5,2,1031,43,74534714.8,74534714.8,4966904.922,4966904.922,27381.83,1326882.2,184379.5581,1505952000.0
29,37,141,422,12738,12,7,6,1209,45,74305861.86,74305861.86,80996146.17,80996146.17,42983.02,682581.76,168349.6,1310601600.0
69,49,219,1434,13700,481,21,1030,3921,291,74234027.86,74234027.86,4363734.58,6301479.82,32028.73,92777.21,14246.52,1573084800.0
33,62,476,894,24492,56,6,10,285,229,74122326.83,74122326.83,4484504.214,4484504.214,483167.69,700723.0,54759.84,1556841600.0
127,49,164,880,661893,384,79,11,26067,240,74044620.68,74044620.68,6328511.97,1994445.69,34822.14,67815.41,12556.87,1427587200.0
54,56,147,765,165536,1,3,4,614,34,73861175.67,73861175.67,169843385.0,169843385.0,44198.96,1204533.0,217367.1471,1401321600.0
81,67,315,581,11768,202,12,1,1757,26,73692158.42,73692158.42,18046543.05,6821012.6,105393.73,899967.81,266102.7692,1428105600.0
63,56,424,1336,267985,159,38,17,2436,261,73620037.55,73620037.55,29995033.24,5830416.92,82789.24,69021.8,7136.13,1508889600.0
33,64,158,2049,25905,122,2,32,2931,139,73591032.0,73591032.0,6042358.3,9051927.92,12932.98,65312.85,57777.49,1442016000.0
679,859,2931,14844,195448,165,72,42,14644,222,73486043.65,73486043.65,4336389.65,1269288.62,145021.08,525893.32,16344.74,1386288000.0
77,45,133,927,365947,38,7,2,3856,18,73412280.14,73412280.14,2994713.447,2994713.447,84883.78,164119.69,344997.0556,1462752000.0
