contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
130,96,885,4364,16340,294,6,17,3193,264,274488500.7,274488500.7,16298909.99,512375.62,59690.43,560997.02,6798.71,1378598400.0
26,119,349,3379,170330,229,1,9,4182,273,274100682.0,274100682.0,8813391.0,6597954.31,282683.16,33521.13,8553.05,1486339200.0
50,104,361,1153,510039,33,4,11,6993,229,273849872.0,273849872.0,63956456.18,63956456.18,995336.65,186712.17,41208.67,1447372800.0
42,191,769,3169,13243,175,7,15,1606,49,273482194.6,273482194.6,25648071.8,7273128.49,169601.85,881098.12,154917.0204,1365120000.0
46,17,98,389,135231,20,1,2,3582,33,270829794.0,270829794.0,58681377.95,58681377.95,83845.08,345790.62,240430.7273,1383004800.0
104,47,217,620,88512,23,26,27,2178,283,268439787.4,268439787.4,76221226.0,76221226.0,12670.25,90622.74,6938.32,1459123200.0
419,442,3071,18924,28080,400,30,100,4557,293,267565034.9,267565034.9,19583953.85,2837444.4,71599.0,277562.22,11135.29,1289174400.0
78,161,833,4930,299722,185,3,26,10778,270,266251581.7,266251581.7,22833967.97,6429852.84,31581.88,388579.65,26918.07,1478476800.0
215,279,1147,16563,272506,802,31,524,8836,268,264757979.9,264757979.9,11526040.08,1644120.85,30376.72,60356.89,2912.39,1450137600.0
192,161,668,1410,223259,500,25,119,17807,282,264591846.8,264591846.8,13658158.98,1373881.8,52355.84,96415.1,8420.3,1345852800.0
222,347,1767,10529,110299,107,43,8,3643,268,261750729.5,261750729.5,25935626.52,3226207.97,101278.99,92305.32,5985.09,1301011200.0
63,192,323,2620,17770,140,2,29,1441,24,261590318.5,261590318.5,10083384.44,6628798.96,43381.58,1374439.84,279408.6667,1418601600.0
61,78,124,536,111510,40,6,293,9794,122,260298776.3,260298776.3,61584592.18,61584592.18,349901.41,256031.86,61700.35,1370995200.0
80,48,111,725,32459,326,3,50,3092,227,258281673.0,258281673.0,25752183.8,5196142.39,360880.67,321339.79,20782.91,1349308800.0
13,8,158,490,186080,2,1,28,1339,14,258272021.0,258272021.0,33087165.5,33087165.5,140622.49,500045.7,535920.7143,1518220800.0
18,40,82,908,26000,112,1,18,1354,119,255099571.0,255099571.0,54301082.34,14989083.47,33975.88,184979.76,70025.26,1373846400.0
34,58,345,3888,15045,127,1,11,1249,269,254090650.0,254090650.0,18700817.84,3537173.89,104067.24,325100.61,44885.69,1451001600.0
24,32,127,616,1354177,22,2,1,6132,21,251967895.5,251967895.5,16601543.27,16601543.27,2997.49,423723.43,353361.1905,1302393600.0
117,32,169,766,16758,69,3,49,1550,296,251124655.0,251124655.0,82360004.12,82360004.12,89932.47,241635.95,28878.56,1463097600.0
25,48,422,474,28549,92,3,31,527,85,248578131.7,248578131.7,20183453.9,20183453.9,80357.26,1608703.58,93159.17647,1457395200.0
30,68,138,1178,75027,80,1,4,5061,26,247365706.0,247365706.0,33289847.94,33289847.94,43016.97,1755649.92,282100.7308,1327276800.0
34,72,358,1169,45661,69,5,7,6815,58,245306647.4,245306647.4,5022419.507,5022419.507,27779.0,361058.07,136605.0862,1465862400.0
18,58,42,601,51134,50,1,1,7371,12,241199296.0,241199296.0,24701927.78,24701927.78,81671.51,551851.39,577809.0,1429401600.0
247,104,481,1894,46240,862,18,161,18585,295,238360826.6,238360826.6,26689465.71,1591369.91,90429.32,12342.33,4152.02,1266105600.0
404,209,3752,3435,500886,961,33,80,19912,291,237449758.1,237449758.1,62506196.13,851062.26,30273.24,24588.73,2240.25,1318464000.0
28,19,151,582,15472,28,1,4,1382,65,237217787.0,237217787.0,31841901.46,31841901.46,178633.94,1049214.22,112325.2462,1568592000.0
119,31,164,411,226945,411,34,87,22786,226,235995381.4,235995381.4,26555061.49,2803078.13,66253.46,30051.04,3793.86,1358553600.0
474,675,2469,22149,26037,586,35,132,6559,267,235143946.4,235143946.4,4424009.45,3176423.11,17378.1,169567.29,6087.92,1406592000.0
124,102,398,1176,1100426,901,43,79,39644,293,232857024.5,232857024.5,112820.79,2692307.64,43133.15,31955.95,5432.28,1385078400.0
262,171,1277,3432,429988,689,57,72,33168,248,231427740.9,231427740.9,7414947.22,1794989.0,192479.25,13073.56,1194.07,1390694400.0
328,108,815,3121,471939,887,46,130,22664,269,231287900.5,231287900.5,76597212.47,1211616.6,52355.84,44257.39,2796.81,1506470400.0
114,49,190,1013,88689,185,3,11,26749,244,227647693.3,227647693.3,28650588.62,1735427.42,18523.05,15559.89,10835.51,1327795200.0
81,217,795,1951,31526,346,7,76,5577,6,226283378.3,226283378.3,4006034.51,3418974.89,19799.0,801145.64,745898.8333,1458691200.0
323,61,162,625,115588,34,2,142,17216,298,222180298.0,222180298.0,61248438.59,61248438.59,68426.38,27167.13,20232.15,1506643200.0
67,43,140,454,52605,1216,12,29,8062,278,221853052.9,221853052.9,0.21,2168805.26,48408.21,147424.5,6985.24,1385424000.0
148,73,281,1816,443782,92,2,75,5346,111,219451260.5,219451260.5,51235370.28,51235370.28,191393.82,216007.83,75496.43,1263772800.0
32,132,561,2517,108450,82,10,28,3297,33,217974082.0,217974082.0,19488261.56,19488261.56,72697.15,631461.29,206169.6667,1432252800.0
309,71,334,720,253875,2,18,14,45421,140,216441638.8,216441638.8,4701258.5,4701258.5,1484984.87,12090.19,56618.54,1305590400.0
18,29,78,261,24373,31,6,8,2221,4,216400523.7,216400523.7,69278763.9,69278763.9,12186.48,440524.7,829150.25,1355961600.0
27,65,227,1569,55826,69,3,10,1990,88,213342410.7,213342410.7,51648002.94,51648002.94,91202.07,272119.29,90120.18182,1369353600.0
20,20,38,556,61364,35,1,24,1266,251,213222102.0,213222102.0,96095381.17,96095381.17,106343.08,168463.7,13046.04,1515801600.0
63,100,272,926,264210,207,16,18,4033,142,212436268.1,212436268.1,80874694.03,19802866.3,90543.22,314457.74,32446.61,1364256000.0
130,119,468,2180,603926,176,2,13,16065,280,212138287.5,212138287.5,11315338.34,1603045.95,13537.04,46657.53,6855.2,1390176000.0
24,40,94,249,32860,245,17,134,2243,275,212067343.4,212067343.4,4965715.16,7452039.25,941528.91,2148703.22,10183.0,1335571200.0
43,77,302,2474,56653,170,7,14,3606,274,210631808.0,210631808.0,45747685.77,6588128.04,63486.49,64828.63,30242.88,1434672000.0
32,151,192,2159,32229,60,3,4,1751,8,210379351.0,210379351.0,47794237.55,47794237.55,253946.58,954894.28,811570.625,1373241600.0
9,18,87,440,18488,26,1,19,1356,24,209744931.0,209744931.0,50215711.58,50215711.58,228226.86,836711.24,316223.8333,1466812800.0
465,182,2719,6770,1098927,1871,73,14,14878,197,208855881.3,208855881.3,15368013.51,504415.09,36351.75,10775.32,1732.91,1466899200.0
81,33,171,1879,23482,112,13,22,935,76,208427629.3,208427629.3,37949114.0,3047120.05,188210.4,772371.68,103809.1447,1401062400.0
173,117,534,3272,700852,404,37,44,20494,256,208339970.2,208339970.2,9917494.58,4406968.2,329805.38,79408.18,27016.42,1289865600.0
34,41,117,843,155949,135,1,11,2504,102,205818615.0,205818615.0,6175666.91,3352178.25,133632.18,709309.42,74551.07,1551484800.0
744,732,5906,23738,78321,474,60,111,25124,256,205641463.9,205641463.9,11805063.2,2861076.26,78248.24,33117.92,2418.29,1439769600.0
55,73,299,4294,73078,147,1,101,3714,136,205430948.0,205430948.0,24326511.09,5488813.3,133272.55,411952.54,57656.29,1426636800.0
182,109,382,1665,1276883,284,27,11,21477,270,204166044.7,204166044.7,37050339.67,2274851.65,45993.49,50757.22,7450.98,1302307200.0
58,250,773,2854,49278,63,2,4,4051,42,203322924.5,203322924.5,22503698.11,22503698.11,21367.93,994386.11,172823.7381,1355961600.0
52,31,142,725,25386,12,1,8,598,39,202947944.0,202947944.0,65695372.75,65695372.75,298715.31,841321.81,173165.0256,1409097600.0
29,132,378,1399,32177,104,6,26,4177,103,201728683.5,201728683.5,38442174.07,19203707.85,82865.99,136531.86,70235.83,1397001600.0
151,84,639,2400,111198,291,40,8,6559,56,201669807.1,201669807.1,33493286.81,9338565.49,49964.0,309306.02,133033.0,1275436800.0
947,717,6101,9800,1313463,1487,80,98,43472,279,197333678.3,197333678.3,7639681.4,302454.07,17228.95,12447.35,3045.76,1293494400.0
807,308,2949,11199,295729,715,14,33,12618,285,197145769.5,197145769.5,54123989.54,1646786.46,83306.06,119714.98,6260.79,1273017600.0
14,30,93,738,14204,160,15,7,2411,52,197049952.6,197049952.6,29732188.89,6787209.37,104545.96,382792.21,153181.7308,1330214400.0
73,157,398,4584,158660,260,5,8,2005,14,196907745.4,196907745.4,19083439.48,17909452.19,344510.2,274227.38,478458.2857,1502755200.0
74,84,552,1667,21440,83,5,11,1982,212,196366493.0,196366493.0,25153172.3,25153172.3,213595.34,196881.53,29201.4,1295308800.0
165,50,459,2114,18270,272,23,20,4696,250,196260695.4,196260695.4,20335691.6,1440519.43,26110.3,78734.39,6007.24,1482969600.0
156,33,279,749,169255,541,37,47,6476,282,194873118.0,194873118.0,39461415.76,5678371.58,5357.7,60410.54,3119.35,1386720000.0
93,64,369,1254,80810,82,12,14,6869,276,193709665.8,193709665.8,23104890.41,23104890.41,250617.47,128072.03,8939.14,1319587200.0
74,60,208,1602,13711,69,1,22,2701,141,192462419.0,192462419.0,145991075.0,145991075.0,186782.07,62338.7,54778.37,1273104000.0
28,98,306,2496,110481,21,1,24,1443,97,191950561.0,191950561.0,63953623.86,63953623.86,1205941.17,719809.25,81026.50515,1440374400.0
45,54,211,859,47924,358,1,30,4118,275,191306868.0,191306868.0,2915393.15,4834684.53,68520.69,27762.0,13653.94,1498003200.0
37,70,312,2376,10735,44,9,8,661,299,190762122.2,190762122.2,56604343.91,56604343.91,795393.38,1235446.43,38116.33,1447632000.0
346,181,1489,10568,136360,162,5,44,19180,289,190417496.8,190417496.8,2078017.29,731431.57,10486.12,16238.48,9239.9,1427328000.0
400,118,1756,2294,779577,73,27,117,41777,267,188996060.1,188996060.1,92180371.96,92180371.96,73674.83,5481.93,3394.78,1376006400.0
135,122,373,2624,290981,138,12,76,16854,296,188872144.3,188872144.3,8365934.47,8297839.42,29246.3,83695.95,41358.57,1360108800.0
127,386,1626,8443,76478,212,26,31,3575,283,186491460.7,186491460.7,22876655.07,2440953.6,110743.62,205361.3,8985.01,1296604800.0
132,77,496,874,18028,181,13,1,6048,37,186106278.2,186106278.2,31556958.03,17679999.69,9050.18,250336.06,200508.7027,1276473600.0
37,53,171,3740,121692,27,3,19,661,166,185657559.3,185657559.3,136917494.0,136917494.0,56012.55,1089868.33,45587.16,1426464000.0
57,109,358,1827,10833,134,9,22,1039,297,184540848.9,184540848.9,39500227.63,4092320.64,17164.21,197405.5,47628.07,1326499200.0
49,43,211,828,310837,152,3,72,6811,288,183766757.3,183766757.3,10900823.31,786236.16,53947.87,71367.53,27084.65,1486857600.0
112,101,284,1643,34272,87,14,25,7779,156,181704024.9,181704024.9,90397792.75,90397792.75,90917.33,310924.63,31419.52,1319068800.0
238,30,318,482,653706,625,48,13,34083,291,181169776.8,181169776.8,27091335.18,1302805.93,26925.47,51837.1,3268.64,1389225600.0
80,69,185,1888,104925,88,24,227,5044,299,175842051.5,175842051.5,143661161.0,143661161.0,195409.02,116886.1,4051.47,1490918400.0
45,39,91,178,238531,1161,4,54,17644,254,175517018.3,175517018.3,34747285.26,681437.15,211700.09,55527.5,6805.05,1337040000.0
24,45,124,433,17286,31,10,3,742,63,175440023.7,175440023.7,19239787.1,19239787.1,357034.23,239513.28,120410.1746,1322784000.0
41,39,195,731,12777,51,6,11,671,21,174836614.0,174836614.0,147611997.6,147611997.6,5955.04,833836.94,357799.619,1426204800.0
30,45,146,250,51758,151,26,11,1251,257,174756531.2,174756531.2,19169061.39,17002031.15,839052.12,780113.99,28534.8,1354060800.0
122,138,1051,3669,88674,242,4,33,4991,271,174243583.0,174243583.0,17050168.19,2460807.45,94199.83,218205.01,25824.02,1352160000.0
346,599,1960,15981,136948,1051,32,36,17357,265,174238023.8,174238023.8,11142617.53,255920.21,332293.21,16650.25,2076.11,1351900800.0
60,108,253,657,23321,102,10,12,1709,6,174037795.0,174037795.0,99772140.79,15853203.59,58953.75,525793.47,788479.3333,1335312000.0
82,47,196,1138,152400,837,10,69,17703,300,173854684.6,173854684.6,17758342.24,2252042.66,68187.3,38913.79,9313.1,1412208000.0
22,43,87,388,35250,37,2,10,576,9,173558854.5,173558854.5,37088614.76,37088614.76,268387.07,993548.02,866885.0,1381708800.0
93,41,355,632,56701,54,19,19,11609,285,172779617.2,172779617.2,123452883.7,123452883.7,94410.9,37027.06,13126.78,1427328000.0
45,43,92,836,25352,31,3,15,1547,6,172728731.7,172728731.7,134895987.9,134895987.9,15327.28,1220533.69,942024.1667,1399075200.0
126,94,317,2570,47267,340,11,36,6848,286,171126912.7,171126912.7,24469664.49,2517635.98,23382.7,55278.71,6107.8,1308614400.0
152,173,1006,5347,108499,184,17,57,13812,279,171095830.9,171095830.9,25552016.11,6164516.83,67033.61,402192.77,31084.79,1433289600.0
156,195,1030,4636,108044,446,21,21,5568,294,169911164.7,169911164.7,43814798.37,2523319.64,77028.06,124010.18,10645.47,1302393600.0
30,82,230,2869,54495,94,4,27,2585,135,169462315.5,169462315.5,74051907.27,74051907.27,15897.9,145473.68,64948.36,1444003200.0
66,57,244,2100,164431,407,5,65,9596,276,168991447.2,168991447.2,6800618.26,1142630.1,293601.49,29643.84,10390.68,1334188800.0
100,69,483,1374,126349,143,16,64,24540,295,168635769.7,168635769.7,27087861.1,1001764.57,162401.58,87634.55,37587.54,1423699200.0
122,37,185,287,45115,168,18,25,10495,37,167811908.3,167811908.3,10197215.81,19217080.54,190490.28,174814.97,187502.5135,1304121600.0
12,34,66,276,26168,32,4,2,215,8,167638529.3,167638529.3,72416837.47,72416837.47,1799549.25,1117170.55,574056.0,1370217600.0
316,84,611,1699,275585,335,70,28,12189,265,166907613.2,166907613.2,5485319.82,6416464.14,8121.06,507559.01,36749.37,1550188800.0
244,172,1364,8846,11120,246,25,37,3756,292,166800401.2,166800401.2,25894077.03,2808894.31,174410.42,38850.6,1155.76,1535673600.0
48,146,737,6357,15502,102,3,50,3617,296,166515747.0,166515747.0,14994843.63,4110454.07,18978.36,36332.99,15403.5,1556841600.0
20,34,128,826,68360,70,1,35,3305,75,165854248.0,165854248.0,32484282.41,32484282.41,59606.67,1512886.88,102490.0533,1391385600.0
108,99,276,3625,19865,121,14,11,5307,217,165843418.6,165843418.6,39774671.42,30772012.97,33865.49,214981.84,37281.96,1452124800.0
173,35,446,956,48123,170,10,41,1436,265,164716173.1,164716173.1,24907710.13,1303040.33,342202.75,128483.06,4661.19,1561075200.0
31,20,44,310,36864,130,5,17,1340,31,163501853.8,163501853.8,9581508.73,8523522.67,475248.7,1842158.56,215775.1935,1380672000.0
155,42,163,1039,54861,131,2,34,2915,60,163422462.5,163422462.5,17461612.81,13562716.83,4238.25,448764.3,118070.3167,1406764800.0
18,94,363,2571,46426,184,9,11,2925,275,163307376.7,163307376.7,72895084.77,15825539.37,181504.32,43888.35,20091.87,1377216000.0
170,201,795,4609,166451,290,40,22,26379,280,163141916.5,163141916.5,8253859.44,6371850.73,6842.59,67480.12,26877.82,1380499200.0
175,32,371,556,170052,147,38,32,19135,245,162905722.9,162905722.9,27093507.77,6581063.06,38619.47,102092.48,32892.28,1428969600.0
106,145,366,2976,123550,173,10,10,11410,20,162237182.1,162237182.1,27321287.61,22230574.01,32975.31,1388737.91,348098.9,1287100800.0
488,233,1931,5216,70195,469,49,69,15733,208,161005021.1,161005021.1,69984533.32,1521697.65,13924.26,178798.96,3803.25,1324425600.0
98,42,200,963,57609,28,5,41,3155,40,160294531.4,160294531.4,149891014.3,149891014.3,108915.69,249022.46,187138.5,1568332800.0
56,40,81,528,29037,106,4,59,6826,104,159957259.0,159957259.0,22701524.11,2102763.02,19836.59,128002.42,69730.25,1421798400.0
185,102,451,1893,541660,529,24,42,36126,50,159870538.6,159870538.6,30875367.24,4979335.51,143467.18,753888.61,149416.24,1372032000.0
57,113,341,2674,161741,112,3,30,1084,35,159637355.7,159637355.7,16180870.95,4186715.2,77061.96,947514.8,186861.2,1406592000.0
52,81,205,702,65962,231,3,87,14074,46,159051226.3,159051226.3,14138796.28,8024652.53,20380.39,716136.12,161756.3478,1521072000.0
168,84,534,1538,122330,479,17,35,7128,297,158802607.2,158802607.2,25909507.66,827768.37,186623.18,337693.93,26514.78,1369008000.0
33,114,379,2661,12321,13,1,2,507,42,158314055.0,158314055.0,58820084.08,58820084.08,12537.86,1821451.58,181667.7381,1501113600.0
12,10,20,274,38275,8,2,3,2801,106,158040660.0,158040660.0,147556671.9,147556671.9,381758.1,90722.55,71570.28,1296432000.0
32,221,1147,16325,13101,202,1,17,1920,274,157194532.0,157194532.0,6576887.79,2479891.81,127320.52,280809.76,10749.63,1484006400.0
94,62,196,1024,42356,297,19,21,9519,228,156360969.8,156360969.8,25403065.07,5415509.85,546853.82,47960.9,9734.51,1327795200.0
197,480,3387,13702,49921,41,5,30,8290,292,156089847.6,156089847.6,174936051.8,174936051.8,38047.33,517600.88,20012.71,1390953600.0
151,99,813,6818,497747,392,1,132,13133,207,155999577.0,155999577.0,13047907.33,1752140.64,332186.09,57468.44,9473.86,1415664000.0
127,59,419,454,135928,85,9,111,11977,300,155663821.4,155663821.4,146642872.0,146642872.0,10739.23,95813.89,7174.69,1358467200.0
25,139,259,2096,156409,236,3,36,1745,54,155223230.7,155223230.7,6525074.14,10072883.2,30444.03,1125740.32,145120.7778,1414281600.0
343,164,762,5597,167285,852,81,54,26372,256,154319331.9,154319331.9,14241434.68,7131024.09,57500.76,116517.03,6677.13,1336089600.0
28,71,176,450,10484,170,10,16,3595,69,154008200.1,154008200.1,10437459.34,4981813.39,235438.91,474049.7,109155.4638,1404000000.0
11,21,117,1299,20021,6,1,7,239,55,153527611.0,153527611.0,80685595.83,80685595.83,213607.95,1460305.93,136465.0182,1552694400.0
56,26,129,483,64170,57,16,3,6611,296,153118805.4,153118805.4,69062596.51,69062596.51,54610.33,144414.67,37931.49,1438300800.0
191,22,189,233,160397,136,26,11,25846,232,152882379.5,152882379.5,55291163.21,2486630.11,159844.21,165700.56,3646.92,1301011200.0
37,85,281,1407,24861,114,6,5,305,5,152785342.2,152785342.2,4377357.38,6997017.63,175603.9,748940.34,688805.4,1477526400.0
124,35,203,670,17760,107,19,5,4075,257,150917459.3,150917459.3,123333018.1,365464.1,753375.56,108857.16,32299.38,1459555200.0
16,29,69,620,115574,13,1,10,1942,40,150699136.0,150699136.0,116468033.2,116468033.2,32958.68,520218.15,183648.475,1496880000.0
243,124,445,2561,403822,107,31,54,29671,253,149181874.7,149181874.7,4295774.82,5033003.96,69344.24,121045.73,9351.8,1337990400.0
56,43,162,715,129368,255,12,195,9000,255,148781692.4,148781692.4,71444169.04,3698883.38,170226.65,28829.57,4717.7,1339200000.0
23,20,55,483,13437,9,1,3,544,160,148535661.0,148535661.0,122130649.7,122130649.7,886842.01,272022.37,40427.67,1524787200.0
108,80,321,1191,157509,45,6,4,1999,270,147658372.2,147658372.2,70407190.51,70407190.51,75032.34,228038.42,22822.05,1423699200.0
49,44,122,647,373331,38,3,14,18838,60,147648271.7,147648271.7,82235997.0,82235997.0,17037.88,169070.39,120033.1,1447891200.0
50,28,81,206,57762,90,27,1,5924,201,147621534.2,147621534.2,55629697.96,55629697.96,27236.12,152858.86,48403.01,1302048000.0
96,67,403,1738,23830,235,10,16,9906,283,147587505.2,147587505.2,10779248.34,1850257.34,90473.63,250125.31,9713.74,1565654400.0
130,48,265,212,51522,348,14,77,13884,157,147410408.5,147410408.5,32508380.76,4345163.13,48387.41,157328.28,61484.39,1379030400.0
164,73,459,1591,56265,388,19,56,5017,296,147110910.2,147110910.2,30840610.84,4381339.18,120595.47,16040.14,2472.4,1322870400.0
37,119,123,1099,30098,29,7,5,7525,40,145676690.0,145676690.0,21252130.1,21252130.1,2726.48,1026198.72,183354.625,1281398400.0
9,19,127,343,55817,56,1,10,573,39,144953568.0,144953568.0,47887368.11,47887368.11,881851.89,1271976.5,182789.5897,1322611200.0
115,19,104,659,200227,275,14,57,45343,294,144708239.8,144708239.8,10323924.74,2165769.4,5454.86,65698.52,6579.13,1501632000.0
22,28,56,378,40153,37,1,5,5914,6,144433544.0,144433544.0,40174523.68,40174523.68,225576.32,298127.88,761502.5,1359072000.0
70,101,462,2748,15829,102,7,31,1128,36,144251176.6,144251176.6,17298693.39,18796710.65,91557.98,1578528.55,198518.8333,1372723200.0
69,37,118,373,190569,50,12,14,13232,90,144147436.6,144147436.6,105282249.0,105282249.0,89245.31,169141.63,79664.46667,1304640000.0
211,47,186,821,66829,101,17,15,28050,284,143939280.1,143939280.1,33866644.35,2882627.11,145640.72,97673.95,6558.42,1522886400.0
31,51,112,897,39549,690,9,30,6865,59,143344026.4,143344026.4,7654740.97,5256448.72,72463.93,61436.45,133603.4068,1384300800.0
61,35,79,630,228807,107,4,124,14187,208,143231587.8,143231587.8,23059853.39,17878076.05,8832.2,96874.12,22406.88,1549929600.0
58,57,156,602,13194,36,22,119,1824,136,142268153.8,142268153.8,44161508.61,44161508.61,135796.78,1000204.91,29372.95,1430352000.0
98,30,96,189,64122,197,32,21,13932,273,141830428.6,141830428.6,34555125.39,13026713.99,8870.33,159937.76,8328.67,1378944000.0
57,52,185,1465,429750,52,1,10,6373,252,141458600.0,141458600.0,49031157.56,49031157.56,106601.58,128794.82,17454.14,1395878400.0
108,61,194,536,95730,254,19,82,18504,189,140509327.9,140509327.9,14409174.96,8375843.75,33442.45,113577.98,42877.32,1366243200.0
237,219,1092,3564,111871,74,49,8,8401,272,140478572.4,140478572.4,147064447.7,147064447.7,31010.05,36497.58,2157.8,1460073600.0
8,364,5020,2403,27481,46,1,24,465,176,140043705.0,140043705.0,9161275.674,9161275.674,709365.23,677454.33,37597.3,1456272000.0
96,217,735,6042,73795,567,31,1,2669,173,139841769.4,139841769.4,22955499.42,2881394.21,61386.77,665154.25,42166.76,1307491200.0
101,47,315,1818,12229,231,14,45,4068,292,139838777.2,139838777.2,9837472.7,1128414.76,8003.11,60338.0,21328.0,1513814400.0
140,242,358,1199,101686,295,14,39,3863,295,139585837.3,139585837.3,18581891.92,6250514.54,303048.91,46356.1,5218.13,1521676800.0
95,38,212,530,1056371,403,3,10,4533,86,139271924.0,139271924.0,22933977.42,4837366.97,833493.9,713128.25,90151.74419,1414972800.0
173,89,327,3025,197282,967,19,30,12488,287,139024163.0,139024163.0,1040195.32,2189122.99,115895.07,135670.56,7808.63,1439251200.0
68,80,316,5300,37790,47,4,4,5329,283,138994829.5,138994829.5,54977830.91,54977830.91,125095.3,282239.97,13047.15,1472601600.0
88,106,280,1134,54155,102,28,162,10071,19,138695295.4,138695295.4,7204901.33,7312808.64,29321.13,286044.69,384655.2105,1514332800.0
28,75,361,2984,38472,304,1,18,1734,289,138493156.0,138493156.0,15287817.49,587816.73,8539.14,192403.2,31309.97,1548892800.0
28,62,101,1756,14455,135,1,42,4328,125,137126447.0,137126447.0,29167003.7,14625582.9,58809.16,118166.3,59872.84,1352332800.0
31,24,57,268,228705,38,4,13,7136,118,137071294.0,137071294.0,29123623.55,29123623.55,223501.66,75265.63,69749.04,1376438400.0
24,24,134,722,19448,20,2,4,309,45,136694084.0,136694084.0,64221373.0,64221373.0,195246.02,2150518.38,161390.7333,1474934400.0
248,198,2360,11800,607714,1205,30,23,4156,281,136239708.5,136239708.5,7173109.08,2596378.33,57880.8,254960.99,7754.09,1480636800.0
61,44,161,1445,18572,289,24,61,3450,283,136103134.5,136103134.5,50530395.29,1692508.58,11999.99,102420.27,3843.53,1515196800.0
81,38,255,524,22843,43,4,36,1227,60,136042794.8,136042794.8,15071212.07,15071212.07,449367.51,257309.03,107290.4,1536105600.0
204,44,481,570,127945,117,18,35,8046,294,135583144.4,135583144.4,17561032.95,3168197.24,31823.8,73535.51,7439.81,1527638400.0
25,144,726,2684,76671,112,7,2,895,94,135215209.0,135215209.0,5574623.4,5222136.09,637568.72,204850.71,83371.71277,1511740800.0
80,52,173,1095,51486,167,23,24,7185,289,134878353.2,134878353.2,54423513.5,4693377.94,277929.13,95063.3,35559.42,1333843200.0
54,53,269,1317,27753,19,4,18,525,93,133929502.8,133929502.8,103966020.3,103966020.3,30979.15,1742694.96,85016.6129,1263168000.0
58,39,187,776,41388,201,27,30,5269,281,133191282.9,133191282.9,22328163.39,4359673.29,65036.21,102212.46,5503.33,1432252800.0
38,96,230,2129,11185,202,5,12,2555,118,132677285.2,132677285.2,17719703.88,8610435.84,254170.76,17704.47,69688.52,1384646400.0
195,124,512,2687,154761,263,16,18,20429,292,132624485.1,132624485.1,3950985.36,2306424.71,5886.56,105526.14,13132.11,1315008000.0
156,51,518,653,39070,107,14,134,5829,296,132114355.9,132114355.9,21606230.8,4440571.64,54457.68,97959.66,22676.76,1497830400.0
657,910,8736,26490,31572,396,53,61,7304,300,132004888.5,132004888.5,4893611.32,966380.0,37966.63,39687.21,3039.44,1391644800.0
42,31,168,357,27490,75,6,5,1486,16,131994015.7,131994015.7,20884828.4,20884828.4,419987.58,1423614.4,434855.125,1281916800.0
72,40,171,725,94027,71,14,16,4001,297,131976744.7,131976744.7,140493614.8,140493614.8,78027.03,117843.07,13698.25,1532304000.0
168,64,370,1054,74481,27,14,25,8947,291,131679511.9,131679511.9,116177106.4,116177106.4,41307.93,44066.87,11221.11,1354492800.0
106,76,179,1043,225917,179,23,9,6203,174,131462083.2,131462083.2,24781826.34,7542915.16,75221.08,51879.99,24215.39,1418774400.0
42,35,104,618,44378,94,4,1,3478,18,131207816.8,131207816.8,14985295.1,14985295.1,149626.37,1499279.13,372349.5556,1423872000.0
25,56,209,1067,290059,34,2,20,439,53,131190239.0,131190239.0,21373267.15,21373267.15,1176889.72,453703.55,141495.6038,1441152000.0
104,42,195,302,36306,185,29,50,2942,74,130760759.7,130760759.7,11017107.51,7321781.47,86868.24,557288.36,104529.5405,1385251200.0
155,508,1489,4716,1094798,344,63,117,13199,295,129437302.9,129437302.9,68801801.18,6355454.46,43602.21,181694.2,1115.9,1320624000.0
25,18,73,1027,34314,24,1,33,1042,278,129327264.0,129327264.0,22976797.42,22976797.42,402363.54,21886.89,4865.47,1459728000.0
138,79,467,521,267823,221,7,5,4767,19,128662150.6,128662150.6,8299595.22,12151075.54,30273.24,1184987.46,380864.1579,1365379200.0
111,73,248,1357,13284,99,10,7,4807,299,128027650.7,128027650.7,44081352.42,44081352.42,15527.32,234116.93,13526.75,1533081600.0
103,41,193,415,115209,80,19,6,5479,15,127801073.4,127801073.4,54705648.29,54705648.29,181257.16,852668.85,419572.8667,1309910400.0
30,41,81,747,29152,13,7,7,7654,149,126873776.6,126873776.6,178209415.2,178209415.2,134525.47,70774.03,51056.39,1335830400.0
19,42,112,571,57624,27,1,28,1490,24,126830999.0,126830999.0,31682798.19,31682798.19,40095.52,1096402.6,298411.0,1440633600.0
98,125,1194,8739,273068,104,12,30,6225,276,125812594.1,125812594.1,9109892.17,946202.98,71824.51,71919.33,13875.07,1509580800.0
14,104,598,1925,14955,29,3,33,1420,52,123510040.3,123510040.3,55000675.0,55000675.0,157311.79,565155.87,137313.0385,1423526400.0
12,24,128,453,38142,42,4,11,583,29,123126279.8,123126279.8,35526063.24,35526063.24,339888.93,2354077.88,250976.5172,1348704000.0
108,84,253,1960,189539,232,12,68,5520,59,123065352.8,123065352.8,15276663.27,7210038.04,13046.01,285199.62,119263.339,1421107200.0
671,296,927,10951,376214,243,31,33,11541,272,122685982.8,122685982.8,24118287.82,2617994.89,174804.83,2434124.24,30493.2,1367193600.0
