No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
777,zeroc-ice/ice,https://github.com/zeroc-ice/ice,41,178,593,2069,197023,122,5,20,26244,279,64568676.0,64568676.0,55929860.98,748195.25,27084.33,38529.29,2118.37,3/3/2015
778,BestImageViewer/geeqie,https://github.com/BestImageViewer/geeqie,96,20,80,499,74784,249,4,14,4223,288,64522594.0,64522594.0,250008677.8,2380920.84,2078928.42,101557.23,9609.24,3/10/2016
779,KhronosGroup/Vulkan-Hpp,https://github.com/KhronosGroup/Vulkan-Hpp,84,113,310,3196,71298,11,6,139,2102,298,64509182.67,64509182.67,215810339.6,215810339.6,96477.72,194146.67,20153.33,6/16/2016
781,AshampooSystems/boden,https://github.com/AshampooSystems/boden,9,69,96,1689,38717,28,1,4,1195,17,64256423.0,64256423.0,6218266.143,6218266.143,67207.55,782212.23,385459.5882,9/26/2018
782,XhmikosR/notepad2-mod,https://github.com/XhmikosR/notepad2-mod,13,133,266,1457,12397,90,10,25,843,17,64010858.0,64010858.0,13595480.93,13595480.93,6683.44,1043086.36,403270.0,8/27/2012
783,lynckia/licode,https://github.com/lynckia/licode,78,233,1009,3108,27361,240,60,14,2616,95,63991259.48,63991259.48,5462784.6,5076618.73,101753.54,943492.81,80155.74737,11/28/2012
784,potassco/clingo,https://github.com/potassco/clingo,20,35,84,631,15816,13,1,17,1937,154,63975057.0,63975057.0,56547023.62,56547023.62,15122.74,397820.13,37234.99,5/10/2016
786,rtv/Stage,https://github.com/rtv/Stage,47,39,175,405,21791,22,6,1,2336,10,63923479.83,63923479.83,71598269.86,71598269.86,220277.57,1416667.24,607343.3,5/19/2010
787,RobertSasak/react-native-openalpr,https://github.com/RobertSasak/react-native-openalpr,15,22,167,499,164096,7,5,5,142,5,63835975.4,63835975.4,247930944.9,247930944.9,1085772.52,961956.51,1263709.4,2/7/2017
788,RainerKuemmerle/g2o,https://github.com/RainerKuemmerle/g2o,105,112,1111,3140,10835,174,5,6,1595,182,63674887.0,63674887.0,17400419.82,4319679.52,41333.92,376712.83,8637.72,1/12/2012
790,rrwick/Bandage,https://github.com/rrwick/Bandage,10,37,99,596,28161,77,3,21,1028,16,63228509.67,63228509.67,5859234.844,5859234.844,20226.57,1897304.05,448543.5625,2/14/2015
796,openframeworks/ofBook,https://github.com/openframeworks/ofBook,101,106,199,708,125808,45,14,6,2294,5,62692405.43,62692405.43,34825047.62,34825047.62,21940.63,840326.04,1060277.2,1/20/2014
798,ObEngine/ObEngine,https://github.com/ObEngine/ObEngine,24,30,54,821,39983,121,3,6,1560,17,62553877.33,62553877.33,8310143.34,15756225.27,140631.18,458549.27,446446.7059,3/29/2016
799,meta-toolkit/meta,https://github.com/meta-toolkit/meta,12,63,236,701,31854,49,6,21,2439,7,62452831.33,62452831.33,21015483.29,21015483.29,69265.78,260812.24,804226.8571,2/2/2014
800,apache/kvrocks,https://github.com/apache/kvrocks,135,77,482,3649,11655,137,16,30,1778,294,62302042.94,62302042.94,11643400.75,1235214.78,53688.91,93082.74,7552.5,8/15/2019
801,OctoMap/octomap,https://github.com/OctoMap/octomap,64,70,664,2004,84079,96,11,16,783,75,62098953.27,62098953.27,31936544.4,31936544.4,185163.5,2360965.46,104246.84,12/18/2012
802,ONNC/onnc,https://github.com/ONNC/onnc,48,57,92,517,14608,39,2,7,2059,4,62074883.5,62074883.5,2969936.256,2969936.256,38391.65,684245.55,1239026.25,7/31/2018
803,simsong/bulk_extractor,https://github.com/simsong/bulk_extractor,47,76,192,1148,75052,127,1,11,2361,110,61889241.0,61889241.0,43525469.05,8678302.33,318846.6,291880.34,65822.84,4/3/2012
804,axmolengine/axmol,https://github.com/axmolengine/axmol,60,35,214,972,104629,11,5,25,4146,272,61860431.0,61860431.0,190322690.5,190322690.5,6226.21,104662.3,7312.34,11/23/2019
805,XorTroll/uLaunch,https://github.com/XorTroll/uLaunch,11,24,55,639,48978,49,4,13,269,66,61766438.5,61766438.5,93861244.27,93861244.27,35408.89,1241547.65,120316.4242,10/5/2019
806,cabinpkg/cabin,https://github.com/cabinpkg/cabin,24,39,79,1235,13091,26,3,31,3482,298,61729823.0,61729823.0,74491492.12,74491492.12,102732.41,42438.99,6024.55,1/31/2018
807,versatica/mediasoup,https://github.com/versatica/mediasoup,57,223,1138,6390,170791,34,13,64,3546,284,61696467.69,61696467.69,92865137.0,92865137.0,332609.74,209348.33,21876.3,12/12/2014
808,unknownworlds/decoda,https://github.com/unknownworlds/decoda,10,127,267,903,116520,8,6,2,110,6,61636676.83,61636676.83,35920887.63,35920887.63,352577.55,357245.99,992866.1667,2/12/2013
810,Cxbx-Reloaded/Cxbx-Reloaded,https://github.com/Cxbx-Reloaded/Cxbx-Reloaded,56,168,258,2218,75765,214,7,319,7451,110,61438866.43,61438866.43,18866512.91,1717416.25,53337.09,354407.39,49438.26,4/8/2016
811,dresden-elektronik/deconz-rest-plugin,https://github.com/dresden-elektronik/deconz-rest-plugin,199,106,506,1908,24850,115,71,122,7654,243,61363864.85,61363864.85,29784571.09,2263811.08,880388.54,95671.13,9276.97,7/19/2013
812,ad-freiburg/qlever,https://github.com/ad-freiburg/qlever,36,20,56,457,202898,113,43,1,2208,298,61008080.35,61008080.35,21900124.77,5056462.54,445818.25,82991.08,7050.98,12/5/2014
813,KaHIP/KaHIP,https://github.com/KaHIP/KaHIP,29,21,97,414,13473,10,7,13,640,43,60578405.43,60578405.43,28984713.1,28984713.1,566708.48,1125196.71,181551.8372,10/16/2013
814,X-Friese/FlyWithLua,https://github.com/X-Friese/FlyWithLua,15,32,54,160,208122,9,2,1,488,7,60541816.5,60541816.5,16113698.11,16113698.11,1022351.1,672193.51,1047262.286,10/20/2013
817,ValveSoftware/steam-audio,https://github.com/ValveSoftware/steam-audio,24,78,166,2359,72552,56,10,38,139,161,59980312.8,59980312.8,180259995.4,180259995.4,2216158.7,2193580.94,52090.32,1/26/2017
818,DiligentGraphics/DiligentCore,https://github.com/DiligentGraphics/DiligentCore,31,34,143,644,44538,50,3,11,4575,297,59799875.0,59799875.0,63427044.54,63427044.54,716291.68,108277.23,25461.69,10/15/2015
819,grame-cncm/faust,https://github.com/grame-cncm/faust,175,89,329,2629,373732,197,9,27,13773,299,59544617.11,59544617.11,12949862.27,1794930.23,368741.01,74625.96,13368.12,11/5/2016
820,kcat/openal-soft,https://github.com/kcat/openal-soft,89,84,544,2264,23048,222,9,7,9597,295,59331448.11,59331448.11,31203272.36,1549652.65,38965.8,33387.55,16070.48,8/24/2014
821,naturalatlas/node-gdal,https://github.com/naturalatlas/node-gdal,24,25,125,571,28437,64,4,24,766,8,59283251.5,59283251.5,25185290.69,25185290.69,32146.82,1640630.09,795865.0,5/6/2014
822,Adlik/Adlik,https://github.com/Adlik/Adlik,36,29,83,795,55497,25,5,8,406,4,59230724.6,59230724.6,33017332.68,33017332.68,171155.48,616178.14,1644930.75,9/23/2019
823,mapnik/mapnik,https://github.com/mapnik/mapnik,134,162,826,3713,175776,672,48,18,14016,133,58868184.63,58868184.63,10121311.06,3786102.91,265914.42,216714.16,58852.24,10/11/2011
824,kaskr/adcomp,https://github.com/kaskr/adcomp,32,51,83,178,36697,66,4,20,1530,16,58753045.5,58753045.5,159661711.6,159661711.6,28405.74,636593.21,342001.1875,9/10/2013
825,tkn-tub/ns3-gym,https://github.com/tkn-tub/ns3-gym,9,27,200,553,128455,42,2,3,195,27,58734211.5,58734211.5,8993734.881,8993734.881,127587.09,1498813.91,273023.0,10/8/2018
826,RenderKit/oidn,https://github.com/RenderKit/oidn,15,51,168,1849,33308,31,6,28,1972,157,58671746.83,58671746.83,45611331.16,45611331.16,100978.47,225635.97,58153.5,1/28/2019
828,pkumod/gStore,https://github.com/pkumod/gStore,54,39,210,800,186866,16,2,12,2042,20,58331165.5,58331165.5,36857400.31,36857400.31,575148.27,127784.9,336441.1,11/20/2014
830,GollyGang/ready,https://github.com/GollyGang/ready,13,34,61,788,89749,31,2,15,2067,12,58263070.0,58263070.0,36611838.06,36611838.06,341913.22,1067129.23,499374.8333,3/18/2015
831,VcDevel/Vc,https://github.com/VcDevel/Vc,46,67,151,1470,11748,81,8,14,5010,21,58109350.88,58109350.88,18704467.36,18704467.36,70645.32,1733301.58,375461.1905,2/25/2014
835,justadudewhohacks/opencv4nodejs,https://github.com/justadudewhohacks/opencv4nodejs,61,136,828,4984,36776,289,9,39,1108,54,57754644.11,57754644.11,1159429.83,10091261.18,33798.72,950413.4,135961.7963,8/20/2017
836,googlevr/cardboard,https://github.com/googlevr/cardboard,5,68,259,1504,12400,99,5,29,30,74,57729835.8,57729835.8,30362734.22,30362734.22,5388627.933,5388627.933,105064.1081,10/2/2019
838,falkTX/Carla,https://github.com/falkTX/Carla,57,68,148,1663,97078,657,12,42,6978,117,57544317.25,57544317.25,26122495.22,3283259.68,34439.84,387986.5,63071.15,1/9/2013
839,stxxl/stxxl,https://github.com/stxxl/stxxl,26,47,94,486,12931,43,7,7,3778,5,57358088.29,57358088.29,12933192.42,12933192.42,236811.26,1193218.09,1332873.8,12/4/2013
841,redeclipse/base,https://github.com/redeclipse/base,52,30,92,453,64063,205,18,9,7701,75,57295027.11,57295027.11,27513664.06,14257921.63,8863.86,197316.64,95907.04,2/4/2015
842,rizinorg/cutter,https://github.com/rizinorg/cutter,196,304,1165,16083,15705,495,20,55,2559,279,57238365.75,57238365.75,3550272.54,6395577.97,3286.05,831271.36,12944.94,9/25/2017
843,EKA2L1/EKA2L1,https://github.com/EKA2L1/EKA2L1,18,74,126,1604,135131,113,3,3,5852,97,57195769.33,57195769.33,15965734.7,6913976.33,37433.59,319891.54,80314.58763,3/22/2018
844,rime/weasel,https://github.com/rime/weasel,31,123,563,4864,18477,175,8,8,1006,294,56739424.13,56739424.13,37064936.53,928570.39,178431.2,199623.13,9446.2,3/20/2012
845,3dem/relion,https://github.com/3dem/relion,64,50,205,462,60907,196,6,20,7152,238,56692533.33,56692533.33,26858345.82,1074071.78,51814.04,152290.22,44058.76,1/26/2017
846,OpenApoc/OpenApoc,https://github.com/OpenApoc/OpenApoc,52,65,99,524,122073,242,18,85,3956,110,56672499.72,56672499.72,26226113.39,4545441.02,36923.93,181171.35,58899.04,7/6/2014
848,amule-project/amule,https://github.com/amule-project/amule,54,81,218,1029,107808,135,19,2,10648,106,56465984.79,56465984.79,23793778.86,21627478.95,11627.61,1288449.22,77033.09,9/26/2015
