No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
1274,crankyoldgit/IRremoteESP8266,https://github.com/crankyoldgit/IRremoteESP8266,118,98,837,3062,26516,63,16,64,1164,184,22566812.63,22566812.63,27766765.22,27766765.22,557796.74,889379.31,38141.18,6/7/2015
1277,rbfx/rbfx,https://github.com/rbfx/rbfx,219,51,140,849,352563,54,37,2,15452,201,22252934.22,22252934.22,58472952.7,58472952.7,31519.56,148855.29,47861.66,3/20/2016
1278,LAStools/LAStools,https://github.com/LAStools/LAStools,43,73,377,932,21081,43,13,4,1516,85,22229211.54,22229211.54,18569550.49,18569550.49,197965.51,99356.19,91375.11765,10/19/2014
1279,rdeioris/LuaMachine,https://github.com/rdeioris/LuaMachine,19,25,120,613,37552,14,4,43,694,47,22037042.5,22037042.5,5510872.286,5510872.286,24138.51,1092355.54,150478.4894,10/12/2018
1282,FreeFem/FreeFem-sources,https://github.com/FreeFem/FreeFem-sources,41,43,193,809,413442,41,4,22,7731,191,21975990.0,21975990.0,23424282.12,23424282.12,33844.58,234791.21,39807.09,2/15/2018
1284,miranda-ng/miranda-ng,https://github.com/miranda-ng/miranda-ng,79,44,128,488,617907,666,1,35,27879,214,21626003.0,21626003.0,6030573.15,224584.18,85333.29,30441.95,13162.25,1/14/2014
1288,khizmax/libcds,https://github.com/khizmax/libcds,18,154,359,2582,28023,23,29,6,1895,35,21057223.34,21057223.34,10781559.35,10781559.35,8132.44,880482.49,208701.2857,9/18/2014
1290,Tencent/ncnn,https://github.com/Tencent/ncnn,328,575,4196,20818,25782,1069,77,44,3364,274,21038195.17,21038195.17,11978430.31,1649249.96,76887.85,164193.86,7904.03,6/30/2017
1292,CoolProp/CoolProp,https://github.com/CoolProp/CoolProp,93,50,310,812,30109,383,18,15,5449,222,20818917.17,20818917.17,3377299.05,6216221.7,6175.66,441773.72,43021.41,5/14/2014
1294,PyMesh/PyMesh,https://github.com/PyMesh/PyMesh,40,62,367,1918,21953,237,13,3,2064,49,20793970.08,20793970.08,5645944.0,5645944.0,81217.77,206054.65,151598.1429,6/6/2015
1297,nspire-emus/firebird,https://github.com/nspire-emus/firebird,11,37,72,715,22412,69,12,10,1254,59,20684467.67,20684467.67,36967344.0,36967344.0,173826.67,320564.37,125391.0,11/22/2014
1300,krkrz/krkrz,https://github.com/krkrz/krkrz,12,59,120,784,39963,55,9,3,471,31,20479712.0,20479712.0,10181969.38,10181969.38,142529.51,1632654.04,237963.9677,5/1/2013
1301,gpgpu-sim/gpgpu-sim_distribution,https://github.com/gpgpu-sim/gpgpu-sim_distribution,62,46,520,1195,35016,130,27,2,2107,120,20367468.07,20367468.07,2912085.59,2912085.59,100877.24,216722.7,64163.76,8/9/2014
1305,polycube-network/polycube,https://github.com/polycube-network/polycube,24,28,104,510,21332,63,13,1,637,13,19955523.38,19955523.38,11411946.75,11411946.75,59209.84,660320.49,524186.3077,12/12/2018
1306,foonathan/lexy,https://github.com/foonathan/lexy,24,17,72,1026,13603,7,1,4,1202,78,19943361.0,19943361.0,33398056.0,33398056.0,66381.69,541911.53,99698.57692,8/9/2019
1308,GPUOpen-Tools/compressonator,https://github.com/GPUOpen-Tools/compressonator,39,74,199,1320,740150,88,3,14,562,43,19882847.0,19882847.0,39210797.44,39210797.44,363500.52,1019225.63,174778.5116,4/11/2016
1314,mosra/magnum-examples,https://github.com/mosra/magnum-examples,27,22,96,291,15701,5,10,8,1593,40,19503409.5,19503409.5,79993611.8,79993611.8,418160.53,592213.74,181918.75,11/16/2011
1315,szad670401/HyperLPR,https://github.com/szad670401/HyperLPR,24,207,2026,5812,382288,90,13,1,344,170,19434553.92,19434553.92,18510568.18,18510568.18,172368.89,1278221.97,53023.84,9/24/2017
1317,SourMesen/Mesen,https://github.com/SourMesen/Mesen,35,80,319,1279,107328,97,7,17,2904,27,19071033.57,19071033.57,19000294.62,19000294.62,15643.59,1544497.29,269850.6296,8/18/2016
1318,yvt/openspades,https://github.com/yvt/openspades,69,75,220,1151,18859,220,25,15,2167,27,18923943.16,18923943.16,43032289.26,8435897.45,9805.61,975873.34,245888.8889,8/18/2013
1319,adriengivry/Overload,https://github.com/adriengivry/Overload,21,41,233,1842,28151,75,13,5,340,210,18767099.69,18767099.69,22344417.41,22344417.41,311428.34,627241.87,46680.46,6/13/2019
1320,nmwsharp/geometry-central,https://github.com/nmwsharp/geometry-central,24,35,155,1125,30424,69,15,1,522,67,18745872.73,18745872.73,2686702.043,2686702.043,483782.62,667187.77,115495.3134,11/20/2017
1321,dmlc/decord,https://github.com/dmlc/decord,12,31,168,1974,20424,181,8,15,352,178,18732693.63,18732693.63,2868273.02,2868273.02,82008.62,631029.61,36930.34,1/18/2019
1323,ITensor/ITensor,https://github.com/ITensor/ITensor,44,40,164,370,13150,62,24,39,4105,4,18669671.63,18669671.63,25808107.47,25808107.47,17337.95,1033384.27,1268126.25,8/11/2011
1324,hikogui/hikogui,https://github.com/hikogui/hikogui,9,15,48,867,34859,49,5,12,1463,113,18638431.8,18638431.8,31416897.0,31416897.0,66681.52,317369.46,73926.61,1/28/2019
1325,zynaddsubfx/zynaddsubfx,https://github.com/zynaddsubfx/zynaddsubfx,68,47,107,983,10650,25,27,1,2858,300,18393676.59,18393676.59,557213.68,557213.68,175846.81,870930.78,12436.43,7/5/2014
1326,intel/caffe,https://github.com/intel/caffe,278,85,491,846,286111,54,21,23,6028,2,18363549.57,18363549.57,14253848.72,14253848.72,11375.9,1278208.15,1451308.0,6/24/2016
1327,ErosZy/WXInlinePlayer,https://github.com/ErosZy/WXInlinePlayer,12,40,238,1444,168766,11,1,6,231,21,18260183.0,18260183.0,7103584.818,7103584.818,28397.57,726660.34,350536.6667,8/1/2019
1329,kotatogram/kotatogram-desktop,https://github.com/kotatogram/kotatogram-desktop,206,36,122,1193,213830,131,12,45,18360,85,18095591.83,18095591.83,8760623.49,2263698.18,96591.08,183140.09,92698.69412,10/12/2019
1330,Unarelith/OpenMiner,https://github.com/Unarelith/OpenMiner,10,20,34,265,32178,46,6,11,1497,6,18072818.5,18072818.5,22052822.98,22052822.98,589307.38,31087.01,800097.3333,2/11/2013
1331,openMSX/openMSX,https://github.com/openMSX/openMSX,65,42,101,451,110230,420,11,11,17216,284,17927874.82,17927874.82,18908650.46,2481678.85,109865.16,42707.89,13619.06,6/17/2015
1334,bluecherrydvr/bluecherry-apps,https://github.com/bluecherrydvr/bluecherry-apps,48,20,69,221,497280,122,19,15,3509,83,17799429.89,17799429.89,73271695.34,17156184.77,133782.86,252403.16,88919.84337,2/17/2011
1335,psmoveservice/PSMoveService,https://github.com/psmoveservice/PSMoveService,10,100,146,595,34384,255,1,33,1289,4,17693065.0,17693065.0,3636603.84,2361694.35,34432.05,1231947.88,1541277.75,10/13/2015
1340,francescmm/GitQlient,https://github.com/francescmm/GitQlient,23,27,84,848,10709,5,1,17,2356,57,16844552.0,16844552.0,215622793.2,215622793.2,7339.48,488472.42,130993.0175,10/7/2019
1341,darbyjohnston/DJV,https://github.com/darbyjohnston/DJV,14,34,61,713,231634,222,6,3,3028,28,16808594.83,16808594.83,9817352.37,1665918.26,48516.75,582048.21,275759.6429,10/2/2018
1342,ProgerXP/Notepad2e,https://github.com/ProgerXP/Notepad2e,21,20,52,378,162467,87,4,3,1355,8,16698143.5,16698143.5,69799907.48,69799907.48,74922.58,524377.92,587476.25,6/21/2013
1344,MIT-SPARK/Kimera-VIO,https://github.com/MIT-SPARK/Kimera-VIO,25,63,428,1609,188959,38,12,2,3971,101,16593697.67,16593697.67,139960310.6,139960310.6,68072.13,484283.05,76497.62,9/17/2019
1345,GeoDaCenter/geoda,https://github.com/GeoDaCenter/geoda,9,38,156,732,196529,74,6,45,2978,49,16465168.67,16465168.67,269830215.0,269830215.0,871223.7,1052323.89,155932.7347,8/6/2015
1346,koying/SPMC,https://github.com/koying/SPMC,781,122,257,635,547632,776,4,35,43681,22,16345732.75,16345732.75,18213752.89,9939773.32,4820.39,82164.55,301977.9545,10/5/2013
1349,fairy-stockfish/Fairy-Stockfish,https://github.com/fairy-stockfish/Fairy-Stockfish,228,31,201,643,11510,97,8,11,6603,182,16062401.38,16062401.38,21085250.66,21085250.66,40823.34,555549.68,32889.37,6/22/2018
1352,patriciogonzalezvivo/glslViewer,https://github.com/patriciogonzalezvivo/glslViewer,55,102,353,4784,211776,55,4,30,1703,138,15993191.75,15993191.75,29711707.47,29711707.47,56134.24,619612.6,59700.47,11/25/2014
1353,ccsb-scripps/AutoDock-GPU,https://github.com/ccsb-scripps/AutoDock-GPU,13,15,116,428,46861,63,7,10,1051,130,15793595.43,15793595.43,17042111.75,17042111.75,4307.16,827902.23,48274.5,6/14/2019
1354,NVIDIAGameWorks/PhysX-3.4,https://github.com/NVIDIAGameWorks/PhysX-3.4,5,169,280,2361,2774414,49,9,5,30,19,15698664.44,15698664.44,20877356.0,20877356.0,2218525.2,2218525.2,388078.9474,10/12/2016
1355,sweeneychris/TheiaSfM,https://github.com/sweeneychris/TheiaSfM,39,73,281,912,31871,36,10,7,958,13,15682165.1,15682165.1,16799600.94,16799600.94,27772.48,167817.65,578501.2308,2/11/2015
1356,google/autofdo,https://github.com/google/autofdo,32,30,113,536,99353,69,15,13,279,33,15676443.33,15676443.33,11751247.86,11751247.86,1370858.69,1067817.64,215204.2424,4/1/2014
1357,JakubMelka/PDF4QT,https://github.com/JakubMelka/PDF4QT,5,18,76,790,13025,47,3,11,1171,273,15570867.33,15570867.33,11708710.64,11708710.64,260115.31,249808.33,35761.46,7/2/2019
1360,crownengine/crown,https://github.com/crownengine/crown,14,80,158,2172,204900,58,2,18,7781,254,15387838.0,15387838.0,19097830.6,19097830.6,90585.99,31172.55,13386.15,8/7/2012
1361,google/brunsli,https://github.com/google/brunsli,10,27,51,740,14463,16,4,1,131,7,15345996.25,15345996.25,10358935.5,10358935.5,445970.17,1406458.73,791853.5714,3/13/2019
1362,KhronosGroup/COLLADA2GLTF,https://github.com/KhronosGroup/COLLADA2GLTF,32,56,158,543,25510,79,12,9,586,11,15310043.5,15310043.5,17019550.49,17019550.49,359794.04,745958.74,533785.3636,10/20/2016
1363,sbarex/SourceCodeSyntaxHighlight,https://github.com/sbarex/SourceCodeSyntaxHighlight,15,27,74,3109,62732,51,2,64,229,245,15287566.0,15287566.0,15512075.84,15512075.84,487743.79,987225.47,27404.72,10/20/2019
1364,microsoft/napajs,https://github.com/microsoft/napajs,36,209,337,9238,13039,60,7,14,271,8,15186177.86,15186177.86,3019479.45,3019479.45,146754.45,372478.87,772776.0,7/18/2017
1365,elemental/Elemental,https://github.com/elemental/Elemental,41,58,110,505,72489,38,7,11,3773,2,15040754.0,15040754.0,75423747.74,75423747.74,174535.3,753162.67,1127785.0,5/6/2012
1367,facebook/openr,https://github.com/facebook/openr,295,107,243,910,26711,10,6,14,15878,159,14997565.67,14997565.67,17567692.2,17567692.2,6269.22,57960.18,51926.92,10/25/2017
1368,Qihoo360/evpp,https://github.com/Qihoo360/evpp,32,234,951,3633,31543,130,13,9,1177,63,14984547.38,14984547.38,1347014.23,5471360.79,16165.55,1664274.55,124136.9524,3/3/2017
1370,tfhe/tfhe,https://github.com/tfhe/tfhe,13,64,176,1243,12267,35,3,4,514,29,14944150.0,14944150.0,39678436.89,39678436.89,30772.14,1838642.47,218853.7931,5/19/2016
1371,jpcima/ADLplug,https://github.com/jpcima/ADLplug,7,21,24,453,12859,40,2,12,559,26,14791850.5,14791850.5,4513597.475,4513597.475,29958.39,888242.06,292961.1538,4/13/2018
1372,boostorg/hana,https://github.com/boostorg/hana,26,98,216,1716,43565,85,21,16,2020,34,14648341.24,14648341.24,28860747.0,28860747.0,311241.1,1964274.85,230828.8824,5/17/2014
1373,zeromq/zeromq4-x,https://github.com/zeromq/zeromq4-x,181,72,195,460,11344,11,1,11,2970,8,14497088.0,14497088.0,31676113.91,31676113.91,41393.57,1662494.73,820987.75,9/20/2013
1375,google-ar/arcore-android-sdk,https://github.com/google-ar/arcore-android-sdk,14,257,1233,5011,47293,388,6,55,54,111,14314382.33,14314382.33,2208497.04,4077648.83,4276639.685,4276639.685,70986.51,8/21/2017
1378,kakashidinho/metalangle,https://github.com/kakashidinho/metalangle,250,22,66,468,164055,40,4,9,11581,12,14243464.25,14243464.25,2026270.25,2026270.25,30246.55,768303.09,449686.5833,10/5/2019
1379,aferrero2707/PhotoFlow,https://github.com/aferrero2707/PhotoFlow,9,24,34,322,76532,96,3,44,2867,10,14240609.0,14240609.0,6457781.146,6457781.146,255145.71,250370.46,548592.7,12/20/2013
1380,npruehs/ue4-rts,https://github.com/npruehs/ue4-rts,11,51,153,749,666000,43,8,3,628,9,14240298.38,14240298.38,44840235.02,44840235.02,75722.72,550380.49,776032.2222,4/5/2017
1381,mikaelpatel/Cosa,https://github.com/mikaelpatel/Cosa,17,50,76,340,46212,29,1,7,3074,2,14222507.0,14222507.0,60447520.86,60447520.86,13797.09,1360099.95,2588483.5,11/11/2012
1382,ETLCPP/etl,https://github.com/ETLCPP/etl,135,62,403,2307,28785,60,9,333,4919,284,14171399.11,14171399.11,63797547.17,63797547.17,29640.74,136280.7,24897.8,10/16/2014
1383,vsg-dev/VulkanSceneGraph,https://github.com/vsg-dev/VulkanSceneGraph,52,77,218,1388,40400,21,8,20,6061,300,14161109.38,14161109.38,15813215.9,15813215.9,26736.87,74408.46,12058.3,9/13/2018
1384,ApolloAuto/apollo-platform,https://github.com/ApolloAuto/apollo-platform,14,154,390,737,52034,27,4,11,42,2,14158730.25,14158730.25,1960991.148,1960991.148,522733.7143,522733.7143,727284.5,6/30/2017
1385,LabSound/LabSound,https://github.com/LabSound/LabSound,14,38,73,740,44365,19,1,10,1441,17,14149734.0,14149734.0,187402862.2,187402862.2,313655.14,745620.36,417422.3529,12/2/2012
1386,neka-nat/cupoch,https://github.com/neka-nat/cupoch,6,25,109,942,65774,20,1,22,524,32,14077163.0,14077163.0,17508994.3,17508994.3,155518.86,677029.95,229239.6875,10/22/2019
1387,nickgillian/grt,https://github.com/nickgillian/grt,28,89,283,865,14428,81,8,3,897,4,14041676.5,14041676.5,2271544.926,2271544.926,105409.16,765479.76,844913.75,1/3/2014
1388,curv3d/curv,https://github.com/curv3d/curv,21,31,73,1145,20547,30,1,5,3943,7,13968938.0,13968938.0,17121131.1,17121131.1,81157.31,570979.37,468916.0,5/15/2017
1392,bernedom/SI,https://github.com/bernedom/SI,13,12,40,504,60697,6,2,40,992,8,13902114.0,13902114.0,14356178.0,14356178.0,43150.33,577560.47,895744.25,11/5/2018
1393,christophhart/HISE,https://github.com/christophhart/HISE,14,59,129,1105,198780,144,53,14,6693,240,13726471.62,13726471.62,17592130.68,3959287.95,18146.76,65972.29,42840.99,8/16/2016
1394,ifcquery/ifcplusplus,https://github.com/ifcquery/ifcplusplus,28,62,214,602,42544,51,10,13,435,15,13633791.8,13633791.8,28030195.35,28030195.35,1075069.85,1290363.97,485739.6,4/1/2015
1395,x64dbg/TitanEngine,https://github.com/x64dbg/TitanEngine,17,29,85,407,13431,4,1,4,440,22,13594536.0,13594536.0,31423034.5,31423034.5,123778.99,2792121.44,261473.8636,12/28/2018
1396,ethereum-mining/ethminer,https://github.com/ethereum-mining/ethminer,182,379,2288,5978,55295,282,45,71,14339,41,13575437.67,13575437.67,9369353.1,2585792.29,32726.15,941912.8,185504.0488,4/22/2017
1398,rbei-etas/busmaster,https://github.com/rbei-etas/busmaster,13,151,506,965,129420,645,13,16,1120,48,13472970.92,13472970.92,10343058.8,9999965.75,36377.43,1086841.7,148856.4375,8/26/2011
1402,GameTechDev/PresentMon,https://github.com/GameTechDev/PresentMon,33,70,158,1779,48657,132,11,27,1789,237,12868440.18,12868440.18,9439352.81,3738084.13,320713.55,66995.91,16356.15,3/9/2016
1403,IENT/YUView,https://github.com/IENT/YUView,39,67,382,1965,67808,58,12,17,3405,175,12852714.83,12852714.83,18291331.53,18291331.53,76980.72,130082.13,40608.67,3/9/2015
1404,thedmd/imgui-node-editor,https://github.com/thedmd/imgui-node-editor,8,88,562,3825,13566,88,14,4,449,212,12789235.29,12789235.29,11391548.25,11391548.25,38680.2,1024376.94,37438.41,12/10/2017
1405,btccom/btcpool-ABANDONED,https://github.com/btccom/btcpool-ABANDONED,34,86,411,651,21773,46,16,16,2085,19,12690740.81,12690740.81,30861119.67,30861119.67,48575.31,240076.55,310466.0526,8/16/2016
1406,baidu/bfs,https://github.com/baidu/bfs,38,220,553,2855,11938,82,37,13,2139,8,12557410.24,12557410.24,10360787.54,10360787.54,118050.99,610061.97,786702.375,11/13/2014
1407,2dom/PxMatrix,https://github.com/2dom/PxMatrix,13,44,174,863,101369,90,6,11,289,43,12374119.5,12374119.5,22178660.54,22178660.54,76106.28,431822.48,171724.5581,3/27/2018
1408,relativty/Relativty,https://github.com/relativty/Relativty,21,253,348,6682,177204,24,5,7,195,242,12366660.4,12366660.4,5576901.875,5576901.875,873836.16,1075674.63,50782.96,12/3/2017
1411,dusty-nv/jetson-inference,https://github.com/dusty-nv/jetson-inference,22,273,3001,8051,155634,342,43,1,2236,287,12278196.05,12278196.05,65484642.41,1551921.44,106328.38,436090.83,21001.75,7/30/2016
1412,tablacus/TablacusExplorer,https://github.com/tablacus/TablacusExplorer,11,35,107,1008,38156,303,2,702,1127,138,12240880.0,12240880.0,6283199.58,2170571.98,438027.31,919282.57,46650.33,8/4/2013
1416,deech/fltkhs,https://github.com/deech/fltkhs,26,17,25,191,33171,40,3,3,565,3,11959046.0,11959046.0,19636413.08,19636413.08,174064.05,697527.28,1909538.0,9/8/2013
1418,BatchDrake/SigDigger,https://github.com/BatchDrake/SigDigger,11,60,99,1020,23149,54,3,12,1173,112,11813988.67,11813988.67,111022097.3,111022097.3,152210.8,272777.19,66972.57,8/13/2019
1419,lcgamboa/picsimlab,https://github.com/lcgamboa/picsimlab,9,30,93,490,85188,3,2,18,1392,58,11791969.0,11791969.0,158463649.0,158463649.0,722694.63,387014.95,129308.7931,11/11/2015
1420,softwareQinc/qpp,https://github.com/softwareQinc/qpp,16,34,121,556,288021,2,1,48,3204,70,11786047.0,11786047.0,83298635.0,83298635.0,7144.87,532394.25,106293.6429,3/21/2014
1421,stefanhendriks/Dune-II---The-Maker,https://github.com/stefanhendriks/Dune-II---The-Maker,12,20,27,309,81263,191,5,3,1738,22,11751281.8,11751281.8,16793855.68,3317473.27,907658.63,821756.08,343081.4091,1/15/2012
1425,google/flatui,https://github.com/google/flatui,25,38,81,643,32895,14,2,2,471,4,11474431.0,11474431.0,4812250.714,4812250.714,175314.78,335438.45,1809801.0,11/18/2015
1427,ArthurSonzogni/FTXUI,https://github.com/ArthurSonzogni/FTXUI,122,73,445,7606,22006,78,8,8,701,278,11330943.0,11330943.0,9383688.577,9383688.577,477562.46,446036.69,11926.3,1/27/2019
1428,rrwick/Unicycler,https://github.com/rrwick/Unicycler,11,30,136,578,40165,157,3,16,1387,33,11317624.67,11317624.67,6990826.32,23052307.09,36458.75,2051036.3,213731.9697,3/14/2016
1430,DentonW/DevIL,https://github.com/DentonW/DevIL,29,42,138,447,19298,47,25,1,1592,4,11168021.64,11168021.64,5841588.532,5841588.532,590130.95,1516455.32,1562324.5,7/22/2014
1431,baidu/bigflow,https://github.com/baidu/bigflow,13,80,160,1136,12022,22,5,1,36,2,11149449.8,11149449.8,9869854.682,9869854.682,4317275.972,4317275.972,2083191.0,11/14/2017
1433,RaftLib/RaftLib,https://github.com/RaftLib/RaftLib,20,62,126,955,24700,34,2,14,907,14,11096515.5,11096515.5,30612432.76,30612432.76,53799.96,1084493.19,505790.0714,8/19/2014
1437,mapbox/tippecanoe,https://github.com/mapbox/tippecanoe,26,199,435,2773,32423,173,41,82,1792,73,10956770.9,10956770.9,9738089.05,3897785.55,194404.33,1677384.94,100346.7123,9/26/2014
1439,mortbopet/Ripes,https://github.com/mortbopet/Ripes,26,48,279,2661,45801,62,13,15,1542,182,10739870.85,10739870.85,23603463.26,23603463.26,27087.07,908953.69,36045.24,10/27/2017
1440,huawei-noah/bolt,https://github.com/huawei-noah/bolt,16,50,160,933,118824,39,3,10,416,23,10738183.0,10738183.0,5407551.231,5407551.231,419697.81,856187.34,310548.6957,12/2/2019
1442,microsoft/Azure-Kinect-Sensor-SDK,https://github.com/microsoft/Azure-Kinect-Sensor-SDK,42,79,621,1514,79993,365,20,3,691,27,10727429.95,10727429.95,3697859.72,4286785.38,16580.1,1469533.26,287832.4444,12/10/2018
1443,Samsung/rlottie,https://github.com/Samsung/rlottie,41,26,235,1214,13135,55,19,2,878,61,10670472.89,10670472.89,3564284.364,3564284.364,23485.19,1271620.73,123115.0328,2/11/2019
1444,boblemaire/IoTaWatt,https://github.com/boblemaire/IoTaWatt,25,80,180,659,20863,3,7,61,1428,14,10585695.71,10585695.71,84497511.33,84497511.33,154586.34,889164.52,506900.1429,11/7/2016
1445,mit-aera/FlightGoggles,https://github.com/mit-aera/FlightGoggles,9,26,100,408,50744,20,2,18,219,13,10519844.5,10519844.5,14379463.95,14379463.95,333348.44,1830723.77,598366.3077,4/2/2017
1446,aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,30,111,519,3086,11184,184,11,15,1342,11,10504944.82,10504944.82,6388951.04,8451360.25,68200.56,990003.84,577526.5455,6/10/2017
1447,pcman-bbs/pcman-windows,https://github.com/pcman-bbs/pcman-windows,14,22,49,247,10847,17,2,4,265,5,10435727.0,10435727.0,20123113.41,20123113.41,131625.87,3758261.59,1169124.4,8/8/2013
1452,alibaba/AliSQL,https://github.com/alibaba/AliSQL,398,489,842,4712,417016,47,2,9,98266,16,9964801.0,9964801.0,11856787.23,11856787.23,21479.74,1976737.92,358732.875,7/27/2016
1453,linorobot/linorobot,https://github.com/linorobot/linorobot,5,61,353,1003,12060,25,1,9,217,16,9919715.0,9919715.0,1912073.08,1912073.08,641462.3,1351193.75,480700.625,2/28/2016
1454,mtytel/helm,https://github.com/mtytel/helm,8,92,204,2398,40872,124,9,7,1897,43,9885241.889,9885241.889,15984704.77,10945540.28,446425.59,333217.82,166254.814,1/8/2015
1455,Denvi/Candle,https://github.com/Denvi/Candle,7,127,555,1407,36409,365,22,18,481,70,9877112.682,9877112.682,3493250.6,8976778.11,44480.57,1668866.62,103641.6143,7/15/2015
1456,Stremio/stremio-shell,https://github.com/Stremio/stremio-shell,25,27,133,596,230077,86,11,1,851,79,9825399.364,9825399.364,16287632.9,16287632.9,299117.94,810049.84,100838.3165,9/1/2017
1457,syoyo/tinygltf,https://github.com/syoyo/tinygltf,128,48,430,2089,21095,33,7,30,1078,124,9793606.429,9793606.429,42370387.91,42370387.91,293137.28,481848.55,52679.34,5/24/2017
1458,SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,72,40,541,1756,57439,41,20,46,548,294,9744999.35,9744999.35,24239293.34,24239293.34,2496984.63,1295246.65,30135.04,5/15/2018
1459,Venemo/node-lmdb,https://github.com/Venemo/node-lmdb,27,17,72,363,38708,23,13,7,382,3,9635499.308,9635499.308,78504684.13,78504684.13,286351.58,1928102.55,2372488.667,5/5/2013
1461,esmini/esmini,https://github.com/esmini/esmini,79,24,221,784,15054,163,6,90,3268,293,9591126.833,9591126.833,4246823.81,1416889.5,199425.84,50063.61,10355.28,5/3/2019
1463,ucla-vision/xivo,https://github.com/ucla-vision/xivo,6,38,120,869,72013,13,1,1,647,12,9435224.0,9435224.0,20540985.0,20540985.0,8136.67,225473.77,516533.3333,8/19/2019
1464,20tab/UnrealEnginePython,https://github.com/20tab/UnrealEnginePython,49,193,757,2790,99718,335,32,39,2248,40,9431040.344,9431040.344,7096097.66,6757696.03,2900.16,507708.15,183864.475,8/7/2016
1465,ProjectBorealis/UEGitPlugin,https://github.com/ProjectBorealis/UEGitPlugin,53,25,114,559,90917,34,5,23,740,140,9374421.4,9374421.4,11921604.88,11921604.88,197450.22,546343.69,58815.36,11/10/2018
1466,BVLC/caffe,https://github.com/BVLC/caffe,314,2093,18656,34183,76170,900,287,14,4156,187,1410143.32,9354539.01,7267526.28,12113308.48,11375.9,761101.4,46314.2,9/12/2013
1467,microsoft/DirectML,https://github.com/microsoft/DirectML,46,66,303,2315,329037,213,27,5,209,234,9332973.815,9332973.815,8897422.54,5018757.74,1113634.61,628041.16,40218.5,3/12/2019
1468,StereoKit/StereoKit,https://github.com/StereoKit/StereoKit,35,33,123,985,317483,155,15,18,3421,188,9047397.8,9047397.8,16427350.75,3595143.61,22323.64,324655.86,42381.33,7/9/2019
1470,opengm/opengm,https://github.com/opengm/opengm,52,41,153,413,11111,59,9,1,2107,3,9037659.0,9037659.0,7157094.322,7157094.322,281672.51,1121384.76,864127.6667,6/1/2012
1471,d99kris/nchat,https://github.com/d99kris/nchat,10,12,51,808,19935,11,1,28,557,196,8949955.0,8949955.0,46665101.18,46665101.18,571086.18,235976.2,38848.26,2/19/2019
1475,Project-LemonLime/Project_LemonLime,https://github.com/Project-LemonLime/Project_LemonLime,23,17,67,615,37381,52,6,35,604,85,8735699.167,8735699.167,8554299.192,8554299.192,358495.78,908470.13,88684.27059,3/14/2019
1476,tencentyun/TRTCSDK,https://github.com/tencentyun/TRTCSDK,62,90,1070,1211,130337,80,24,33,524,11,8666868.0,8666868.0,17111655.24,17111655.24,167833.74,1057440.75,555477.3636,1/17/2019
1478,OpenNMT/CTranslate2,https://github.com/OpenNMT/CTranslate2,51,59,313,3530,14738,179,26,121,2189,290,8379405.423,8379405.423,5657067.93,2147455.92,48105.46,405325.62,23456.12,9/23/2019
1479,libriscv/libriscv,https://github.com/libriscv/libriscv,9,16,65,693,12477,23,2,30,2813,291,8326407.0,8326407.0,43242751.26,43242751.26,19951.98,53621.64,18213.46,10/16/2019
1481,microsoft/Windows-iotcore-samples,https://github.com/microsoft/Windows-iotcore-samples,56,85,674,693,156237,23,20,228,1525,3,8297922.95,8297922.95,7671206.609,7671206.609,33755.82,963408.7,1388477.667,10/12/2017
1482,idea4good/GuiLite,https://github.com/idea4good/GuiLite,17,248,807,7442,80794,13,4,4,452,99,8266881.25,8266881.25,12631751.77,12631751.77,80441.78,1295248.19,79447.32323,9/15/2017
1483,Yelp/MOE,https://github.com/Yelp/MOE,13,61,139,1310,11920,170,5,4,948,3,8254315.0,8254315.0,1921945.1,1484721.63,48286.69,753359.61,1453069.667,2/24/2014
1484,micmacIGN/micmac,https://github.com/micmacIGN/micmac,82,55,158,737,668602,84,28,16,10680,300,8173760.643,8173760.643,11050579.04,11050579.04,18144.93,68072.14,9878.28,11/24/2016
1490,LuxCoreRender/LuxCore,https://github.com/LuxCoreRender/LuxCore,62,51,147,1181,152323,89,12,46,6781,75,7691580.917,7691580.917,24987501.02,24987501.02,22594.16,883892.26,104421.0,11/22/2017
1491,Tencent/UnLua,https://github.com/Tencent/UnLua,54,84,624,2333,92547,149,17,20,1309,158,7566684.529,7566684.529,3313823.17,3524809.9,234332.05,248693.42,47702.81,8/13/2019
1492,drachtio/drachtio-server,https://github.com/drachtio/drachtio-server,19,30,97,252,328628,104,24,3,856,174,7550967.708,7550967.708,6463363.85,5965137.43,151434.67,735356.65,49199.98,12/9/2013
1495,GPUOpen-LibrariesAndSDKs/RadeonRays_SDK,https://github.com/GPUOpen-LibrariesAndSDKs/RadeonRays_SDK,36,101,192,1075,93413,53,8,4,587,5,7510902.5,7510902.5,5847934.34,5847934.34,165975.63,1046340.22,946742.2,1/26/2016
